2015 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,DD1: Drug Plan Customer Service,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0811,Demo,"GUILDNET, INC.",GuildNet Gold Plus FIDA,Lighthouse Guild International,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0838,Local CCP,"UNIVERSAL CARE, INC.",Brand New Day,"Universal Care, Inc",62%,94%,92%,74%,Not enough data available,Not enough data available,Not enough data available,96%,17.3%,100%,91%,100%,Not enough data available,73%,89%,81%,52%,73%,Not enough data available,Not enough data available,Not enough data available,13%,81%,72%,87%,Plan too small to be measured,83%,Plan too small to be measured,0.29,13%,Medicare shows only a Star Rating for this topic,69%,64%,0.0,No data available,0.29,13%,Medicare shows only a Star Rating for this topic,84%,90%,99,15%,90%,70%,69%,74%
H0840,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0879,Local CCP,CRESTPOINT HEALTH INSURANCE COMPANY,CrestPoint Health Insurance Company,Mountain States Health Alliance,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.07,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,0.07,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,97,6%,80%,78%,72%,71%
H0901,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,6%,92%,63%,64%,62%
H0908,Local CCP,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Buckeye Health Plan,Centene Corporation,48%,84%,78%,61%,Plan too small to be measured,Plan too small to be measured,Not enough data available,72%,CMS identified issues with this plan's data,60%,44%,56%,Not enough data available,42%,90%,35%,26%,38%,Not enough data available,Not enough data available,Not enough data available,12%,80%,74%,88%,83%,84%,82%,0.36,14%,Not enough data available,35%,100%,36.7,Not enough data available,0.36,14%,Medicare shows only a Star Rating for this topic,83%,89%,99,15%,88%,60%,62%,57%
H0913,Local CCP,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.",WellCare,"WellCare Health Plans, Inc.",52%,90%,88%,61%,69%,76%,52%,73%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,51%,88%,64%,41%,53%,Not enough data available,Not enough data available,Not enough data available,12%,75%,67%,81%,82%,79%,80%,0.44,28%,Medicare shows only a Star Rating for this topic,97%,100%,CMS identified issues with this plan's data,Not enough data available,0.44,28%,Medicare shows only a Star Rating for this topic,81%,84%,99,6%,91%,61%,69%,54%
H0927,Demo,HEALTH CARE SERVICE CORPORATION,Blue Cross Community MMAI,Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1013,Local CCP,"COVENTRY HEALTH PLAN OF FLORIDA, INC.",Coventry Health Care,Aetna Inc.,83%,96%,97%,52%,75%,78%,52%,97%,CMS identified issues with this plan's data,97%,92%,92%,34%,78%,97%,85%,60%,67%,73%,36%,68%,10%,82%,72%,88%,84%,86%,86%,0.14,13%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,CMS identified issues with this plan's data,Not enough data available,0.14,13%,Medicare shows only a Star Rating for this topic,85%,90%,99,10%,88%,78%,77%,71%
H1016,Local CCP,"AVMED, INC.",AvMed Medicare,"AvMed, Inc.",76%,95%,94%,60%,68%,80%,60%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,38%,73%,94%,88%,58%,66%,78%,42%,65%,11%,83%,70%,90%,87%,89%,83%,0.08,6%,Medicare shows only a Star Rating for this topic,76%,96%,1.0,Not enough data available,0.08,6%,Medicare shows only a Star Rating for this topic,90%,91%,99,12%,87%,78%,81%,71%
H1019,Local CCP,"CAREPLUS HEALTH PLANS, INC.","CarePlus Health Plans, Inc.",Humana Inc.,81%,97%,96%,68%,72%,78%,56%,99%,58.1%,97%,97%,99%,82%,79%,97%,87%,61%,74%,90%,35%,66%,10%,86%,76%,90%,88%,89%,87%,0.22,13%,Medicare shows only a Star Rating for this topic,100%,98%,0.7,92%,0.22,13%,Medicare shows only a Star Rating for this topic,88%,91%,98,4%,91%,83%,83%,77%
H1026,Local CCP,"HEALTH OPTIONS, INC.",Florida Blue HMO,Guidewell Mutual Holding Corporation,65%,96%,96%,66%,68%,82%,59%,85%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,58%,91%,81%,56%,58%,70%,37%,63%,12%,82%,78%,88%,87%,87%,88%,0.62,10%,Medicare shows only a Star Rating for this topic,90%,94%,12.2,75%,0.62,10%,Medicare shows only a Star Rating for this topic,88%,93%,99,12%,85%,79%,82%,75%
H1032,Local CCP,"WELLCARE OF FLORIDA, INC.",WellCare,"WellCare Health Plans, Inc.",72%,94%,94%,63%,69%,82%,51%,93%,CMS identified issues with this plan's data,88%,70%,86%,21%,74%,95%,75%,54%,55%,69%,34%,61%,12%,79%,73%,87%,85%,83%,82%,0.30,16%,Medicare shows only a Star Rating for this topic,92%,96%,CMS identified issues with this plan's data,82%,0.30,16%,Medicare shows only a Star Rating for this topic,84%,90%,99,8%,87%,76%,77%,72%
H1035,Local CCP,"FLORIDA HEALTH CARE PLAN, INC.","Florida Health Care Plan, Inc.",Guidewell Mutual Holding Corporation,79%,96%,95%,74%,67%,85%,52%,97%,No data available,No data available,No data available,No data available,39%,84%,92%,88%,70%,68%,82%,40%,63%,9%,88%,79%,89%,89%,90%,89%,0.09,4%,Medicare shows only a Star Rating for this topic,100%,76%,0.0,Not enough data available,0.09,4%,Medicare shows only a Star Rating for this topic,92%,94%,99,13%,89%,82%,81%,76%
H1036,Local CCP,"HUMANA MEDICAL PLAN, INC.","Humana Medical Plan, Inc.",Humana Inc.,81%,96%,97%,73%,66%,79%,56%,99%,57.4%,96%,96%,98%,62%,74%,97%,86%,63%,75%,74%,39%,57%,10%,83%,76%,87%,88%,87%,87%,0.19,7%,Medicare shows only a Star Rating for this topic,98%,89%,1.5,88%,0.19,7%,Medicare shows only a Star Rating for this topic,86%,91%,98,4%,90%,78%,80%,73%
H1045,Local CCP,PREFERRED CARE PARTNERS INC.,"Preferred Care Partners, Inc.","UnitedHealth Group, Inc.",69%,95%,94%,52%,72%,81%,55%,91%,54.7%,85%,74%,87%,40%,65%,92%,77%,52%,69%,65%,39%,62%,10%,87%,74%,90%,89%,89%,87%,0.33,12%,Medicare shows only a Star Rating for this topic,99%,84%,0.0,75%,0.33,12%,Medicare shows only a Star Rating for this topic,89%,92%,99,13%,88%,82%,83%,73%
H1080,Local CCP,"UNITEDHEALTHCARE OF FLORIDA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,92%,90%,66%,68%,78%,46%,91%,33.6%,85%,68%,87%,27%,54%,89%,71%,53%,59%,72%,34%,62%,10%,84%,76%,86%,84%,80%,86%,0.31,38%,Medicare shows only a Star Rating for this topic,97%,98%,1.3,Not enough data available,0.31,38%,Medicare shows only a Star Rating for this topic,81%,89%,98,13%,82%,78%,79%,75%
H1099,Local CCP,HEALTH FIRST HEALTH PLANS,"Health First Health Plans, Inc.","Health First, Inc.",75%,91%,93%,77%,64%,79%,53%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,72%,88%,89%,59%,74%,82%,32%,57%,11%,87%,77%,91%,87%,88%,86%,0.13,5%,Medicare shows only a Star Rating for this topic,95%,96%,0.0,Not enough data available,0.13,5%,Medicare shows only a Star Rating for this topic,84%,92%,98,10%,84%,78%,80%,74%
H1108,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",52%,79%,85%,62%,68%,80%,49%,90%,60.6%,90%,82%,90%,7%,64%,91%,59%,42%,48%,75%,33%,77%,10%,81%,71%,87%,85%,87%,84%,0.14,12%,Medicare shows only a Star Rating for this topic,99%,Not enough data available,0.0,No data available,0.14,12%,Medicare shows only a Star Rating for this topic,85%,90%,99,19%,80%,70%,73%,66%
H1109,Local CCP,AETNA HEALTH INC.(GEORGIA),Aetna Medicare,Aetna Inc.,62%,91%,92%,69%,68%,82%,57%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,69%,94%,85%,59%,68%,90%,34%,61%,10%,85%,74%,87%,84%,83%,86%,0.26,23%,Medicare shows only a Star Rating for this topic,84%,Not enough data available,0.0,Not enough data available,0.26,23%,Medicare shows only a Star Rating for this topic,84%,92%,99,10%,82%,70%,76%,68%
H1111,Local CCP,"UNITEDHEALTHCARE OF GEORGIA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",54%,85%,84%,64%,66%,75%,52%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,8%,56%,89%,64%,43%,56%,71%,30%,66%,11%,82%,73%,90%,85%,83%,82%,0.38,28%,Medicare shows only a Star Rating for this topic,96%,89%,0.0,Not enough data available,0.38,28%,Medicare shows only a Star Rating for this topic,83%,91%,98,16%,85%,69%,71%,65%
H1112,Local CCP,"WELLCARE OF GEORGIA, INC.",WellCare,"WellCare Health Plans, Inc.",57%,88%,88%,56%,69%,78%,54%,85%,CMS identified issues with this plan's data,77%,40%,75%,21%,62%,92%,71%,48%,50%,72%,30%,57%,12%,81%,75%,86%,84%,82%,85%,0.32,20%,Medicare shows only a Star Rating for this topic,94%,97%,6.1,73%,0.32,20%,Medicare shows only a Star Rating for this topic,84%,87%,99,9%,86%,65%,68%,63%
H1170,Local CCP,"KAISER FOUNDATION HP OF GA, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",85%,97%,96%,77%,73%,77%,59%,100%,88.6%,97%,97%,99%,72%,81%,98%,89%,73%,82%,83%,36%,63%,8%,84%,79%,89%,89%,91%,89%,0.52,3%,Medicare shows only a Star Rating for this topic,100%,88%,0.0,No data available,0.52,3%,Medicare shows only a Star Rating for this topic,91%,94%,100,6%,88%,75%,79%,72%
H1181,MSA,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,"Ministry Health Care, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1189,Local CCP,CHRISTUS HEALTH PLAN,CHRISTUS Health Plan Generations,CHRISTUS Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1230,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",85%,99%,98%,80%,69%,80%,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,76%,83%,96%,92%,84%,89%,81%,28%,59%,8%,83%,80%,89%,89%,91%,87%,0.11,1%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,0.0,No data available,0.11,1%,Medicare shows only a Star Rating for this topic,90%,94%,99,7%,90%,79%,82%,79%
H1264,Local CCP,"WELLCARE OF TEXAS, INC.",WellCare,"WellCare Health Plans, Inc.",53%,90%,92%,70%,64%,73%,51%,85%,CMS identified issues with this plan's data,77%,56%,77%,26%,59%,94%,61%,46%,52%,71%,Not enough data available,61%,10%,75%,70%,84%,83%,83%,84%,0.41,22%,Medicare shows only a Star Rating for this topic,95%,98%,CMS identified issues with this plan's data,72%,0.41,22%,Medicare shows only a Star Rating for this topic,85%,88%,99,7%,91%,67%,71%,63%
H1286,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",62%,90%,86%,68%,67%,77%,47%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,32%,64%,88%,80%,52%,64%,80%,26%,50%,9%,85%,80%,87%,86%,83%,88%,0.18,9%,Medicare shows only a Star Rating for this topic,96%,94%,3.8,Not enough data available,0.18,9%,Medicare shows only a Star Rating for this topic,81%,91%,98,14%,87%,79%,81%,76%
H1291,PFFS,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,48%,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,7%,85%,71%,84%,75%
H1302,Local CCP,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",54%,83%,80%,62%,66%,80%,48%,74%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26%,59%,83%,78%,49%,58%,79%,33%,50%,9%,86%,78%,93%,85%,85%,86%,0.13,15%,Medicare shows only a Star Rating for this topic,76%,72%,26.4,No data available,0.13,15%,Medicare shows only a Star Rating for this topic,83%,92%,99,14%,86%,76%,81%,77%
H1303,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",55%,82%,82%,71%,67%,82%,50%,88%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,33%,55%,89%,71%,48%,56%,81%,36%,55%,10%,87%,82%,86%,87%,84%,87%,0.13,11%,Medicare shows only a Star Rating for this topic,97%,93%,14.2,Not enough data available,0.13,11%,Medicare shows only a Star Rating for this topic,84%,93%,98,15%,89%,75%,80%,79%
H1304,Local CCP,REGENCE BLUE SHIELD OF IDAHO,Regence BlueShield Of Idaho,"Cambia Health Solutions, Inc.",62%,86%,83%,76%,63%,82%,49%,81%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,64%,91%,71%,48%,54%,81%,40%,53%,12%,87%,77%,91%,87%,84%,87%,0.11,8%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,CMS identified issues with this plan's data,80%,0.11,8%,Medicare shows only a Star Rating for this topic,82%,92%,99,16%,86%,78%,79%,77%
H1350,Local CCP,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",62%,84%,84%,74%,68%,80%,47%,83%,73.2%,98%,97%,98%,20%,65%,85%,81%,55%,65%,78%,39%,60%,9%,88%,81%,91%,87%,89%,87%,0.01,4%,Medicare shows only a Star Rating for this topic,78%,77%,22.6,71%,0.01,4%,Medicare shows only a Star Rating for this topic,88%,93%,99,17%,87%,81%,85%,82%
H1365,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",67%,91%,90%,75%,72%,85%,55%,90%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,79%,95%,87%,60%,69%,Not enough data available,44%,48%,11%,87%,84%,94%,88%,88%,87%,0.14,10%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,0.0,Not enough data available,0.14,10%,Medicare shows only a Star Rating for this topic,84%,92%,99,6%,87%,78%,84%,77%
H1406,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,67%,92%,94%,71%,66%,79%,53%,99%,89.1%,No data available,No data available,No data available,18%,73%,95%,85%,63%,74%,78%,33%,56%,11%,84%,77%,85%,86%,86%,89%,0.29,8%,Medicare shows only a Star Rating for this topic,98%,100%,0.9,83%,0.29,8%,Medicare shows only a Star Rating for this topic,86%,92%,98,4%,88%,77%,79%,74%
H1415,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,69%,87%,92%,64%,69%,76%,59%,96%,24.8%,81%,62%,70%,28%,65%,92%,71%,50%,38%,80%,31%,69%,11%,87%,76%,90%,88%,86%,88%,0.50,14%,Medicare shows only a Star Rating for this topic,99%,86%,0.0,No data available,0.50,14%,Medicare shows only a Star Rating for this topic,86%,90%,99,7%,88%,73%,73%,67%
H1416,Local CCP,"HARMONY HEALTH PLAN OF ILLINOIS, INC.",WellCare,"WellCare Health Plans, Inc.",63%,86%,87%,59%,68%,79%,61%,87%,CMS identified issues with this plan's data,76%,31%,72%,11%,63%,94%,70%,46%,58%,82%,29%,69%,13%,79%,70%,81%,81%,81%,83%,0.29,14%,Medicare shows only a Star Rating for this topic,93%,98%,2.9,67%,0.29,14%,Medicare shows only a Star Rating for this topic,82%,87%,99,5%,89%,70%,73%,67%
H1417,Local CCP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,Health Alliance Medical Plans,71%,88%,91%,76%,69%,77%,46%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,68%,90%,77%,59%,66%,87%,35%,55%,11%,87%,80%,94%,90%,91%,89%,0.09,4%,Medicare shows only a Star Rating for this topic,100%,70%,0.0,No data available,0.09,4%,Medicare shows only a Star Rating for this topic,88%,92%,98,14%,85%,85%,87%,80%
H1418,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,62%,87%,89%,72%,69%,78%,52%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19%,66%,91%,79%,60%,76%,77%,33%,58%,12%,86%,80%,85%,86%,84%,87%,0.24,10%,Medicare shows only a Star Rating for this topic,98%,Not enough data available,4.9,Not enough data available,0.24,10%,Medicare shows only a Star Rating for this topic,85%,90%,98,6%,85%,80%,81%,77%
H1419,Local CCP,"AETNA HEALTH,  INC. (PA)",Aetna Medicare,Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,68%,80%,60%,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,5%,86%,67%,73%,71%
H1444,Local CCP,"TOTAL HEALTH CARE, INC.",Total Medicare Plus,"Total Health Care, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,53.6%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H1463,Local CCP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,Health Alliance Medical Plans,76%,89%,90%,82%,65%,79%,44%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,33%,70%,93%,83%,68%,67%,92%,33%,62%,11%,87%,81%,93%,88%,91%,87%,0.08,2%,Medicare shows only a Star Rating for this topic,97%,56%,0.0,No data available,0.08,2%,Medicare shows only a Star Rating for this topic,88%,92%,98,14%,83%,86%,87%,82%
H1468,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,69%,94%,95%,78%,64%,83%,48%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26%,75%,93%,88%,69%,79%,83%,36%,60%,14%,89%,81%,88%,89%,88%,89%,0.03,4%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,0.0,No data available,0.03,4%,Medicare shows only a Star Rating for this topic,87%,90%,98,6%,86%,84%,85%,83%
H1509,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",68%,90%,88%,73%,67%,80%,48%,83%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,66%,91%,72%,56%,64%,84%,37%,55%,10%,86%,76%,87%,87%,83%,86%,0.10,1%,Medicare shows only a Star Rating for this topic,96%,92%,4.6,79%,0.10,1%,Medicare shows only a Star Rating for this topic,85%,92%,98,16%,83%,77%,80%,74%
H1510,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,65%,85%,87%,77%,68%,79%,47%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,59%,91%,81%,55%,72%,82%,32%,54%,10%,86%,79%,84%,90%,85%,86%,0.12,9%,Medicare shows only a Star Rating for this topic,95%,Not enough data available,1.8,100%,0.12,9%,Medicare shows only a Star Rating for this topic,86%,90%,98,7%,85%,81%,82%,79%
