2009 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1043,National PACE,"Florida PACE Centers, Inc.","Florida Pace Centers, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1045,Local CCP,Preferred Care Partners Holding Corporation,"Preferred Care Partners, Inc.",3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars
H1076,Local CCP,Coventry Health Care Inc.,"Vista Healthplan, Inc.",3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H1080,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H1099,Local CCP,Health First,Health First Medicare Plans,5 stars,5 stars,4 out of 5 stars,5 stars,5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,1 out of 5 stars,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H1108,Local CCP,"UnitedHealth Group, Inc.",Evercare« Health Plans,1 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Plan not required to report measure,Not enough data available to calculate measure,1 out of 5 stars,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1109,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1110,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1111,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1 out of 5 stars,1 out of 5 stars,Plan too small to be measured,Plan too small to be measured,2 out of 5 stars,3 out of 5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Plan too small to be measured,3 out of 5 stars,2 out of 5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1112,Local CCP,"WellCare Health Plans, Inc.",WellCare,Not enough data available to calculate measure,2 out of 5 stars,Not enough data available to calculate measure,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure
H1170,Local CCP,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Senior Advantage,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H1200,1876 Cost,"Kaiser Foundation Health Plan, Inc.","Kaiser Foundation Health Plan, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1216,Local CCP,"WellCare Health Plans, Inc.",WellCare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1230,Local CCP,"Kaiser Foundation Health Plan, Inc.","Kaiser Foundation Health Plan, Inc. (Hawaii)",5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars
H1251,1876 Cost,Hawaii Medical Service Association,HMSA's 65C Plus,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Plan not required to report measure,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,Plan not required to report measure,Plan not required to report measure
H1254,PFFS,University of Pittsburgh Medical Center,UPMC Health Plan,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,Plan not required to report measure,5 stars,5 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1264,Local CCP,"WellCare Health Plans, Inc.",WellCare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1286,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1 out of 5 stars,3 out of 5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars,Plan too small to be measured,3 out of 5 stars,1 out of 5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1302,Local CCP,"Blue Cross of Idaho Health Services, Inc.",Blue Cross Of Idaho Hlth Services Inc,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1303,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,1 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure
H1304,Local CCP,The Regence Group,Regence BlueShield Of Idaho,4 out of 5 stars,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Plan not required to report measure,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure
H1317,Local CCP,Universal American Corp.,Universal American,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1326,PFFS,Spectrum Health System,PriorityMedicarePFFS,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1340,PFFS,"WellCare Health Plans, Inc.",WellCare,1 out of 5 stars,Plan not required to report measure,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,1 out of 5 stars,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1350,Local CCP,"Blue Cross of Idaho Health Services, Inc.",Blue Cross Of Idaho Hlth Services Inc,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars
H1355,Local CCP,"Bravo Health, Inc.",Bravo Health,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1356,Local CCP,Universal American Corp.,Universal American,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1364,Local CCP,"UnitedHealth Group, Inc.",Unison Advantage,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1406,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,5 stars
H1415,Local CCP,"HealthSpring, Inc.","HealthSpring, Inc.",3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,Plan not required to report measure
H1416,Local CCP,"WellCare Health Plans, Inc.",WellCare,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,5 stars,5 stars,Plan not required to report measure
H1417,Local CCP,Health Alliance Medical Plans,Health Alliance Medical Plans,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,5 stars,5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,Plan not required to report measure,Plan not required to report measure
H1418,Local CCP,Humana Inc.,Humana Insurance Company,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Plan not required to report measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Plan not required to report measure,Not enough data available to calculate measure,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars
H1419,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
H1420,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured
