H1777,Local CCP,"CATHOLIC SPECIAL NEEDS PLAN, LLC","ArchCare Advantage, HMO SNP",Catholic Health Care System,Not enough data available,5,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1846,Local CCP,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,Trinity Health,Not enough data available,Not enough data available,4,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1849,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1894,Local CCP,"AMERIGROUP WASHINGTON, INC.",AMERIGROUP,"WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1903,Local CCP,"WELLCARE OF LOUISIANA, INC.",WellCare,"WellCare Health Plans, Inc.",3,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1906,PFFS,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1916,Demo,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.",Fidelis Care,"The New York State Catholic Health Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1944,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1951,Local CCP,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","Humana Health Benefit Plan of Louisiana, Inc.",Humana Inc.,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,Local CCP,"PEOPLES HEALTH, INC.",Peoples Health,"PH Holdings, LLC",4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1977,Demo,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan,Marquette General Hospital,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1994,Local CCP,"SELECTHEALTH, INC.",SelectHealth,"Intermountain Health Care, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1997,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2001,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2005,Demo,"FALLON TOTAL CARE, LLC",Fallon Total Care,Fallon Community Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2012,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,Local CCP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,3,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,Local CCP,"BRAVO HEALTH MID-ATLANTIC, INC.",Cigna-HealthSpring,CIGNA,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2111,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2,4,Not enough data available,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2112,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,1876 Cost,KAISER FNDN HP OF THE MID-ATLANTIC STS,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2161,Local CCP,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan,Marquette General Hospital,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2165,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,3,4,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,Local CCP,TRILLIUM COMMUNITY HEALTH PLAN,Trillium Advantage,"Agate Resources,  Inc.",2,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,Local CCP,"SENIOR WHOLE HEALTH, LLC",Senior Whole Health,"SWH Holdings, Inc.",4,4,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,Local CCP,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",4,4,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",4,3,Not enough data available,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,Not enough data available,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,Local CCP,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",4,4,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,Local CCP,"INDEPENDENT CARE HEALTH PLAN, INC.",iCare,Independent Care Health Plan Inc.,4,3,3,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2241,Local CCP,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,Golden State Medicare Health Plan,Not enough data available,Not enough data available,3,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,Local CCP,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan or Tufts Medicare Preferred,"Tufts Associated HMO, Inc.",5,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,Local CCP,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",5,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2312,Local CCP,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,Henry Ford Health System,4,4,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,Local CCP,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Alliance Medicare PPO,Henry Ford Health System,4,3,4,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2323,Local CCP,FIDELIS SECURECARE OF MICHIGAN,Fidelis SecureCare Of Michigan,"Fidelis SeniorCare, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2335,Demo,AMERIGROUP VIRGINIA LLC,"Amerigroup Virginia, LLC","Inova Health Systems, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,Local CCP,HEALTHPLUS OF MICHIGAN,HealthPlus of Michigan,HealthPlus of Michigan,4,4,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2411,Local CCP,FALLON COMMUNITY HEALTH PLAN,Fallon Senior Plan,Fallon Community Health Plan,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,Local CCP,PRIMEWEST CTRL COUNTY-BASED PURCHASING INITIATIVE,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,3,4,5,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,Local CCP,ITASCA MEDICAL CARE,Itasca Medical Care/IMCare Classic,Itasca County Health & Human Services,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,3,4,5,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,Local CCP,"HEALTHPARTNERS, INC.",HealthPartners,"HealthPartners, Inc.",4,4,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,Local CCP,BLUE PLUS,Blue Plus,Blue Cross and Blue Shield of Minnesota,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,1876 Cost,MEDICA INSURANCE COMPANY,Medica Insurance Company,Medica Holding Company,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,Local CCP,UCARE MINNESOTA,UCare,UCare Minnesota,3,4,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2457,Local CCP,METROPOLITAN HEALTH PLAN,MHP,Metropolitan Health Plan,Not enough data available,Not enough data available,4,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,3,4,4,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,Local CCP,UCARE MINNESOTA,UCare,UCare Minnesota,4,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2461,1876 Cost,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Blue Cross and Blue Shield of Minnesota,4,3,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,1876 Cost,"GROUP HEALTH PLAN, INC. (MN)",HealthPartners,"HealthPartners, Inc.",4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,Local CCP,"HUMANA MEDICAL PLAN OF UTAH, INC.","Humana Medical Plan of Utah, Inc.",Humana Inc.,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2491,Local CCP,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",'Ohana Health Plan,"WellCare Health Plans, Inc.",4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2506,Demo,"AETNA BETTER HEALTH, INC. (IL)",Aetna Better Health Premier Plan,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2531,Demo,"UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2533,Demo,"COMMUNITY HEALTH SOLUTIONS OF AMERICA, INC.",Community Health Solutions,"Community Health Solutions of America, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2542,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2563,Local CCP,OPTIMA HEALTH PLAN,Optima Health Plan,Sentara Health Care (SHC),Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2593,Local CCP,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","CareMore Health Plan of Arizona, Inc.","WellPoint, Inc.",4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,Local CCP,"ESSENCE HEALTHCARE, INC.",Essence Healthcare,Essence Group Holdings Corporation,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2611,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2643,Local CCP,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY,L.A. Care Health Plan Medicare Advantage,Local Initiative Health Authority for LA County,4,4,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2649,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2654,Local CCP,"UNITEDHEALTHCARE OF THE MIDWEST, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC","Coventry Health Care of Missouri, Inc.",Aetna Inc.,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2667,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC",Coventry Health Care,Aetna Inc.,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2672,Local CCP,"COVENTRY HEALTH CARE OF KANSAS, INC.",COVENTRY HEALTH CARE,Aetna Inc.,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2676,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2701,Local CCP,NEW WEST HEALTH SERVICES,New West Health Services,New West Health Services,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2751,Demo,"WELLCARE OF NEW YORK, INC.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2758,Local CCP,"BEHEALTHY AMERICA, INC.",BeHealthy America Inc,"BHSA Investors, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2773,Local CCP,"QUALITY HEALTH PLANS OF NEW YORK, INC.",QUALITY HEALTH PLANS,"QHP Financial Group, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2775,Local CCP,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2792,MSA,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Gold,Geisinger Health System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,Local CCP,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2810,Local CCP,GROUP HEALTH OPTIONS,"Group Health Options, Inc.",Group Health Cooperative,3,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2816,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,3,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2836,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2879,Local CCP,MOLINA HEALTHCARE OF WISCONSIN,Molina Healthcare of Wisconsin,"Molina Healthcare, Inc.,",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2889,Demo,"HHH CHOICES HEALTH PLAN, LLC",HHH Choices Complete,"HHCS, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2905,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Sierra Health and Life Insurance Company, Inc.","UnitedHealth Group, Inc.",2,2,3,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2906,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,4,3,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2911,Local CCP,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Health Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,Local CCP,PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2931,Local CCP,"HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","UnitedHealth Group, Inc.",4,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2944,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2949,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2962,Local CCP,"ULTIMATE HEALTH PLANS, INC.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3018,Demo,"CENTERS PLAN FOR HEALTHY LIVING, LLC",Care Complete,"Centers Plan for Healthy Living, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3054,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3067,Demo,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Premier Health Plan,Virginia Cwlth University Hlth System Authority,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3071,Local CCP,"COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP","Community Care Alliance of Illinois, NFP",Family Health Network,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3107,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3113,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3129,Demo,"NORTH SHORE-LIJ HEALTH PLAN, INC.","North Shore-LIJ Health Plan, Inc","North Shore-LI Jewish Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3132,Local CCP,"AHF MCO OF FLORIDA, INC.",AHF,AIDS Healthcare Foundation,Not enough data available,Not enough data available,4,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3144,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Aetna Inc.,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3152,Local CCP,"AETNA HEALTH, INC. (NJ)",Aetna Medicare,Aetna Inc.,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3154,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey, Inc.","Horizon Healthcare Services, Inc.",4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3156,Local CCP,"AMERIHEALTH HMO, INC.",AmeriHealth 65 Preferred HMO,Independence Blue Cross,3,4,Not enough data available,2,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3204,Local CCP,PRESBYTERIAN HEALTH PLAN,Presbyterian Senior Care (HMO),Presbyterian Healthcare Services,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3206,Local CCP,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian MediCare PPO,Presbyterian Healthcare Services,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3209,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3237,Demo,"HEALTH NET COMMUNITY SOLUTIONS, INC.",Health Net Community Solutions,"Health Net, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3240,Local CCP,"AMERIGROUP NEW JERSEY, INC.",Amerigroup Community Care,"WellPoint, Inc.",3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3251,Local CCP,"LOVELACE HEALTH SYSTEM, INC.",Lovelace Medicare Plan,Ardent Health Services.,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3259,Local CCP,VOLUNTEER STATE HEALTH PLAN,BlueCare Plus Tennessee,BlueCross BlueShield of Tennessee,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3283,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3305,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3307,Local CCP,"OXFORD HEALTH PLANS (NY), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3312,Local CCP,"AETNA HEALTH, INC. (NY)",Aetna Medicare,Aetna Inc.,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3314,1876 Cost,HEALTH INSURANCE PLAN OF GREATER NEW YORK,HIP Health Plan of Greater New York,"EmblemHealth, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3327,Local CCP,"TOUCHSTONE HEALTH HMO, INC.",Touchstone Health,"Touchstone Health Partnership, Inc",3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3328,Local CCP,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.",Fidelis Care,"The New York State Catholic Health Plan, Inc.",3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3330,Local CCP,HEALTH INSURANCE PLAN OF GREATER NEW YORK,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3333,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3335,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3337,Local CCP,"LIBERTY HEALTH ADVANTAGE, INC.",Liberty Health Advantage,"Liberty Health Advantage, Inc.",3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3342,Local CCP,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",Empire BlueCross BlueShield,"WellPoint, Inc.",4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3344,Local CCP,INDEPENDENT HEALTH BENEFITS CORPORATION,Independent Health,"Independent Health Association, Inc.",4,4,4,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
