2014 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",,,,HD5: Health Plan Customer Service,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Rating of Health Care Quality,C28: Rating of Health Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Health Plan Quality Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY Availability
H2425,Local CCP,BLUE PLUS,Blue Plus,Blue Cross and Blue Shield of Minnesota,57%,60%,80%,84%,73%,78%,68%,75%,45%,73%,68%,96%,61%,9%,76%,90%,69%,53%,65%,71%,39%,80%,14%,88%,81%,89%,87%,88%,85%,0.04,100,2%,Medicare shows only a Star Rating for this topic,84%,83%,97%
H2450,1876 Cost,MEDICA INSURANCE COMPANY,Medica Insurance Company,Medica Holding Company,75%,73%,85%,89%,78%,78%,65%,78%,49%,90%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,78%,89%,88%,65%,78%,90%,36%,53%,Plan not required to report measure,87%,81%,91%,87%,89%,89%,0.10,100,2%,Medicare shows only a Star Rating for this topic,96%,91%,Plan not required to report measure
H2456,Local CCP,UCARE MINNESOTA,UCare,UCare Minnesota,60%,51%,87%,83%,74%,81%,65%,82%,50%,85%,74%,97%,86%,12%,78%,92%,69%,51%,67%,75%,33%,78%,13%,84%,79%,88%,88%,88%,85%,0.02,80,2%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,93%
H2457,Local CCP,METROPOLITAN HEALTH PLAN,MHP,Metropolitan Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,79%,73%,74%,53%,Plan too small to be measured,92%,81%,72%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,85%,Plan too small to be measured,Not enough data available,76%,90%,85%,89%,85%,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,Not enough data available,73%
H2458,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,57%,59%,82%,84%,77%,74%,69%,79%,50%,89%,90%,74%,67%,10%,76%,90%,86%,63%,79%,61%,35%,75%,12%,84%,78%,87%,87%,88%,86%,0.03,100,2%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,98%
H2459,Local CCP,UCARE MINNESOTA,UCare,UCare Minnesota,78%,77%,91%,94%,78%,81%,69%,81%,51%,88%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,76%,93%,76%,63%,73%,87%,34%,48%,12%,88%,82%,91%,87%,88%,87%,0.05,100,4%,Medicare shows only a Star Rating for this topic,96%,87%,94%
H2461,1876 Cost,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Blue Cross and Blue Shield of Minnesota,80%,73%,91%,89%,79%,79%,64%,80%,51%,70%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,75%,89%,67%,49%,62%,Benefit not offered by plan,35%,52%,Plan not required to report measure,87%,82%,92%,88%,89%,88%,0.02,100,2%,Medicare shows only a Star Rating for this topic,96%,73%,Plan not required to report measure
H2462,1876 Cost,"GROUP HEALTH PLAN, INC. (MN)",HealthPartners,"HealthPartners, Inc.",83%,85%,93%,94%,84%,86%,65%,77%,53%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,80%,95%,94%,77%,77%,92%,37%,58%,Plan not required to report measure,87%,84%,94%,89%,91%,89%,0.05,80,2%,Medicare shows only a Star Rating for this topic,100%,96%,Plan not required to report measure
H2486,Local CCP,"HUMANA MEDICAL PLAN OF UTAH, INC.","Humana Medical Plan of Utah, Inc.",Humana Inc.,61%,66%,83%,82%,62%,68%,Not enough data available,Not enough data available,56%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,7%,65%,92%,77%,49%,70%,83%,35%,50%,14%,85%,78%,84%,85%,82%,83%,0.87,100,64%,Medicare shows only a Star Rating for this topic,98%,Not enough data available,96%
H2491,Local CCP,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",'Ohana Health Plan,"WellCare Health Plans, Inc.",70%,55%,87%,88%,75%,72%,66%,81%,58%,81%,74%,38%,39%,Not enough data available,73%,91%,57%,46%,57%,Not enough data available,35%,68%,12%,83%,72%,83%,85%,85%,83%,0.30,80,9%,Medicare shows only a Star Rating for this topic,94%,Not enough data available,89%
H2506,Demo,"AETNA BETTER HEALTH, INC. (IL)",Aetna Better Health Premier Plan,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2531,Demo,"UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2533,Demo,"COMMUNITY HEALTH SOLUTIONS OF AMERICA, INC.",Community Health Solutions,"Community Health Solutions of America, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2542,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,66%,57%,85%,86%,71%,71%,63%,82%,51%,82%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23%,62%,91%,75%,51%,53%,74%,28%,62%,11%,86%,75%,86%,86%,84%,86%,0.42,100,13%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,96%
H2563,Local CCP,OPTIMA HEALTH PLAN,Optima Health Plan,Sentara Health Care (SHC),Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2593,Local CCP,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","CareMore Health Plan of Arizona, Inc.","WellPoint, Inc.",77%,76%,91%,90%,76%,71%,Not enough data available,Not enough data available,60%,94%,85%,84%,89%,47%,65%,95%,81%,55%,74%,80%,34%,58%,8%,80%,73%,89%,83%,86%,80%,0.33,80,12%,Medicare shows only a Star Rating for this topic,97%,90%,91%
H2610,Local CCP,"ESSENCE HEALTHCARE, INC.",Essence Healthcare,Essence Group Holdings Corporation,79%,73%,92%,94%,74%,80%,70%,73%,54%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,31%,74%,95%,90%,63%,71%,76%,39%,64%,11%,86%,79%,90%,87%,89%,87%,0.04,100,6%,Medicare shows only a Star Rating for this topic,90%,85%,96%
H2611,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,67%,58%,87%,85%,70%,74%,68%,81%,43%,86%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,28%,67%,86%,76%,54%,65%,84%,32%,58%,13%,87%,77%,87%,88%,84%,88%,0.21,80,27%,Medicare shows only a Star Rating for this topic,96%,90%,92%
H2643,Local CCP,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY,L.A. Care Health Plan Medicare Advantage,Local Initiative Health Authority for LA County,55%,66%,97%,92%,63%,72%,73%,85%,61%,82%,78%,52%,40%,Not enough data available,64%,93%,72%,53%,73%,Not enough data available,Not enough data available,68%,18%,76%,69%,85%,85%,84%,79%,0.18,60,20%,Medicare shows only a Star Rating for this topic,93%,Not enough data available,89%
H2649,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,67%,66%,89%,90%,68%,72%,64%,78%,49%,85%,No data available,No data available,No data available,22%,64%,89%,80%,56%,66%,80%,33%,62%,12%,89%,79%,86%,87%,86%,88%,0.20,100,8%,Medicare shows only a Star Rating for this topic,97%,89%,96%
H2654,Local CCP,"UNITEDHEALTHCARE OF THE MIDWEST, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",63%,59%,88%,88%,56%,74%,64%,78%,48%,81%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,53%,92%,74%,52%,66%,71%,36%,57%,11%,89%,78%,89%,87%,85%,87%,0.25,0,8%,Medicare shows only a Star Rating for this topic,89%,91%,94%
H2663,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC","Coventry Health Care of Missouri, Inc.",Aetna Inc.,79%,72%,89%,92%,78%,81%,67%,79%,50%,81%,No data available,No data available,No data available,42%,74%,93%,83%,61%,69%,83%,33%,57%,13%,86%,76%,91%,86%,86%,86%,0.20,80,9%,Medicare shows only a Star Rating for this topic,87%,83%,92%
H2667,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC",Coventry Health Care,Aetna Inc.,76%,76%,91%,91%,75%,78%,69%,80%,45%,97%,No data available,No data available,No data available,26%,79%,93%,86%,60%,71%,82%,32%,57%,12%,89%,80%,87%,88%,85%,90%,0.09,80,5%,Medicare shows only a Star Rating for this topic,89%,78%,92%
H2672,Local CCP,"COVENTRY HEALTH CARE OF KANSAS, INC.",COVENTRY HEALTH CARE,Aetna Inc.,70%,77%,87%,86%,74%,70%,62%,78%,48%,88%,No data available,No data available,No data available,40%,69%,92%,81%,53%,59%,85%,36%,57%,12%,87%,77%,89%,87%,88%,88%,0.13,80,10%,Medicare shows only a Star Rating for this topic,100%,100%,92%
H2676,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,92%
H2701,Local CCP,NEW WEST HEALTH SERVICES,New West Health Services,New West Health Services,68%,56%,80%,80%,66%,74%,69%,78%,47%,60%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23%,65%,85%,65%,37%,53%,80%,33%,47%,11%,87%,79%,93%,87%,86%,87%,0.07,60,3%,Medicare shows only a Star Rating for this topic,94%,85%,94%
H2751,Demo,"WELLCARE OF NEW YORK, INC.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2758,Local CCP,"BEHEALTHY AMERICA, INC.",BeHealthy America Inc,"BHSA Investors, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2773,Local CCP,"QUALITY HEALTH PLANS OF NEW YORK, INC.",QUALITY HEALTH PLANS,"QHP Financial Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100%
H2775,Local CCP,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,67%,62%,86%,87%,64%,73%,Not enough data available,Not enough data available,40%,74%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,59%,88%,70%,49%,60%,80%,33%,59%,12%,85%,77%,87%,86%,83%,86%,0.23,0,12%,Medicare shows only a Star Rating for this topic,90%,71%,99%
H2792,MSA,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Gold,Geisinger Health System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available
H2802,Local CCP,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",60%,60%,85%,85%,71%,83%,65%,77%,37%,78%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,61%,91%,79%,57%,67%,93%,35%,58%,12%,90%,81%,88%,88%,86%,87%,0.15,0,5%,Medicare shows only a Star Rating for this topic,85%,Not enough data available,96%
H2810,Local CCP,GROUP HEALTH OPTIONS,"Group Health Options, Inc.",Group Health Cooperative,70%,54%,92%,88%,70%,67%,Not enough data available,Not enough data available,51%,66%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23%,59%,91%,69%,47%,56%,76%,38%,47%,9%,85%,81%,91%,85%,82%,87%,0.24,100,8%,Medicare shows only a Star Rating for this topic,50%,Not enough data available,85%
H2816,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,64%,61%,82%,85%,62%,73%,Plan too new to be measured,Plan too new to be measured,39%,77%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,13%,61%,79%,65%,48%,62%,78%,36%,62%,12%,89%,79%,90%,87%,86%,87%,0.19,0,9%,Medicare shows only a Star Rating for this topic,94%,72%,99%
H2836,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",85%,79%,Not enough data available,87%,87%,74%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,75%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,65%,86%,79%,54%,66%,82%,Plan too new to be measured,Plan too new to be measured,18%,85%,77%,84%,84%,80%,84%,1.17,60,14%,Not enough data available,79%,93%,97%
H2879,Local CCP,MOLINA HEALTHCARE OF WISCONSIN,Molina Healthcare of Wisconsin,"Molina Healthcare, Inc.,",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2889,Demo,"HHH CHOICES HEALTH PLAN, LLC",HHH Choices Complete,"HHCS, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2905,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Sierra Health and Life Insurance Company, Inc.","UnitedHealth Group, Inc.",67%,56%,75%,78%,62%,62%,64%,78%,48%,40%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,9%,54%,82%,54%,35%,19%,Not enough data available,36%,54%,10%,86%,78%,89%,86%,84%,83%,0.18,0,7%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,100%
H2906,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,68%,77%,90%,90%,67%,74%,Plan too small to be measured,Plan too small to be measured,51%,81%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,61%,84%,77%,63%,62%,Not enough data available,40%,52%,9%,87%,79%,91%,87%,88%,85%,0.00,80,15%,Not enough data available,Not enough data available,Not enough data available,90%
H2911,Local CCP,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Health Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1.12,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,87%
H2926,Local CCP,PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100%
H2931,Local CCP,"HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","UnitedHealth Group, Inc.",74%,72%,93%,93%,71%,70%,62%,79%,45%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,43%,72%,95%,82%,64%,74%,80%,30%,52%,11%,79%,71%,87%,82%,84%,81%,0.20,0,5%,Medicare shows only a Star Rating for this topic,98%,97%,100%
H2944,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,64%,56%,88%,83%,62%,71%,Not enough data available,Not enough data available,43%,75%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,50%,86%,59%,38%,57%,79%,29%,53%,12%,86%,75%,87%,86%,85%,86%,0.35,100,12%,Medicare shows only a Star Rating for this topic,98%,91%,96%
H2949,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,74%,70%,93%,94%,72%,67%,70%,75%,42%,93%,96%,92%,85%,30%,67%,97%,86%,60%,71%,72%,34%,56%,11%,80%,69%,84%,81%,83%,83%,0.21,100,8%,Medicare shows only a Star Rating for this topic,98%,83%,96%
H2960,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,73%,68%,92%,94%,63%,72%,67%,78%,50%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,13%,70%,92%,85%,66%,72%,80%,32%,55%,14%,87%,81%,91%,88%,90%,84%,0.14,80,3%,Medicare shows only a Star Rating for this topic,92%,83%,90%
H2962,Local CCP,"ULTIMATE HEALTH PLANS, INC.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,95%
H3018,Demo,"CENTERS PLAN FOR HEALTHY LIVING, LLC",Care Complete,"Centers Plan for Healthy Living, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3054,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
