H1951,Local CCP,"Humana Health Benefit Plan of Louisiana, Inc.","HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",Humana Inc.,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,Local CCP,Peoples Health,"PEOPLES HEALTH, INC.","PH Holdings, LLC",Yes,No,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1977,Demo,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC",Marquette General Hospital,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1994,Local CCP,SelectHealth,"SELECTHEALTH, INC.","Intermountain Health Care, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1997,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2001,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2005,Demo,Fallon Total Care,"FALLON TOTAL CARE, LLC",Fallon Community Health Plan,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2012,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,Local CCP,"Humana Insurance of Puerto Rico, Inc.","HUMANA INSURANCE OF PUERTO RICO, INC.",Humana Inc.,No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,Local CCP,Community Care,"COMMUNITY CARE HEALTH PLAN, INC.","Community Care, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH MID-ATLANTIC, INC.",CIGNA,Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2111,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2112,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,1876 Cost,Kaiser Permanente,KAISER FNDN HP OF THE MID-ATLANTIC STS,"Kaiser Foundation Health Plan, Inc.",No,No,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2161,Local CCP,Upper Peninsula Health Plan,"UPPER PENINSULA HEALTH PLAN, LLC",Marquette General Hospital,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2165,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,Local CCP,Trillium Advantage,TRILLIUM COMMUNITY HEALTH PLAN,"Agate Resources,  Inc.",Yes,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,Local CCP,Senior Whole Health,"SENIOR WHOLE HEALTH, LLC","SWH Holdings, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.",Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,Local CCP,UnitedHealthcare Community Plan,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,Local CCP,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,Local CCP,iCare,"INDEPENDENT CARE HEALTH PLAN, INC.",Independent Care Health Plan Inc.,Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2241,Local CCP,Golden State Medicare Health Plan,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,No,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,Local CCP,Tufts Health Plan or Tufts Medicare Preferred,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,"Tufts Associated HMO, Inc.",Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,Local CCP,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,No,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2312,Local CCP,HAP Senior Plus,HEALTH ALLIANCE PLAN OF MICHIGAN,Henry Ford Health System,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,Local CCP,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,No,No,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,Local CCP,Alliance Medicare PPO,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Henry Ford Health System,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2323,Local CCP,Fidelis SecureCare Of Michigan,FIDELIS SECURECARE OF MICHIGAN,"Fidelis SeniorCare, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2335,Demo,"Amerigroup Virginia, LLC",AMERIGROUP VIRGINIA LLC,"Inova Health Systems, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,Local CCP,HealthPlus of Michigan,HEALTHPLUS OF MICHIGAN,HealthPlus of Michigan,Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2411,Local CCP,Fallon Senior Plan,FALLON COMMUNITY HEALTH PLAN,Fallon Community Health Plan,No,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,Local CCP,PrimeWest Health,PRIMEWEST CTRL COUNTY-BASED PURCHASING INITIATIVE,PrimeWest Central County-Based Purchasing Initiati,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,Local CCP,Itasca Medical Care/IMCare Classic,ITASCA MEDICAL CARE,Itasca County Health & Human Services,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,Local CCP,South Country Health Alliance,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,Yes,No,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,Local CCP,HealthPartners,"HEALTHPARTNERS, INC.","HealthPartners, Inc.",Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,Local CCP,Blue Plus,BLUE PLUS,Blue Cross and Blue Shield of Minnesota,Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,1876 Cost,Medica Insurance Company,MEDICA INSURANCE COMPANY,Medica Holding Company,No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,Local CCP,UCare,UCARE MINNESOTA,UCare Minnesota,Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2457,Local CCP,MHP,METROPOLITAN HEALTH PLAN,Metropolitan Health Plan,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,Local CCP,Medica Health Plans,MEDICA HEALTH PLANS,Medica Holding Company,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,Local CCP,UCare,UCARE MINNESOTA,UCare Minnesota,No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,No,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,1876 Cost,HealthPartners,"GROUP HEALTH PLAN, INC. (MN)","HealthPartners, Inc.",No,No,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,Local CCP,"Humana Medical Plan of Utah, Inc.","HUMANA MEDICAL PLAN OF UTAH, INC.",Humana Inc.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2491,Local CCP,'Ohana Health Plan,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare Health Plans, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2506,Demo,Aetna Better Health Premier Plan,"AETNA BETTER HEALTH, INC. (IL)",Aetna Inc.,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2531,Demo,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.","UnitedHealth Group, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2533,Demo,Community Health Solutions,"COMMUNITY HEALTH SOLUTIONS OF AMERICA, INC.","Community Health Solutions of America, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2542,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2563,Local CCP,Optima Health Plan,OPTIMA HEALTH PLAN,Sentara Health Care (SHC),No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2593,Local CCP,"CareMore Health Plan of Arizona, Inc.","CAREMORE HEALTH PLAN OF ARIZONA, INC.","WellPoint, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,Local CCP,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",Essence Group Holdings Corporation,No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2611,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2643,Local CCP,L.A. Care Health Plan Medicare Advantage,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY,Local Initiative Health Authority for LA County,Yes,No,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2649,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Yes,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2654,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDWEST, INC.","UnitedHealth Group, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,Local CCP,"Coventry Health Care of Missouri, Inc.","COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2667,Local CCP,Coventry Health Care,"COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2672,Local CCP,COVENTRY HEALTH CARE,"COVENTRY HEALTH CARE OF KANSAS, INC.",Aetna Inc.,Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2676,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2701,Local CCP,New West Health Services,NEW WEST HEALTH SERVICES,New West Health Services,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2751,Demo,WellCare,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2758,Local CCP,BeHealthy America Inc,"BEHEALTHY AMERICA, INC.","BHSA Investors, LLC",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2773,Local CCP,QUALITY HEALTH PLANS,"QUALITY HEALTH PLANS OF NEW YORK, INC.","QHP Financial Group, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2775,Local CCP,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2792,MSA,Geisinger Gold,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Health System,No,No,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","UnitedHealth Group, Inc.",No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2810,Local CCP,"Group Health Options, Inc.",GROUP HEALTH OPTIONS,Group Health Cooperative,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2816,PFFS,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2836,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS, INC.","WellPoint, Inc.",No,No,Not enough data available,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2879,Local CCP,Molina Healthcare of Wisconsin,MOLINA HEALTHCARE OF WISCONSIN,"Molina Healthcare, Inc.,",Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2889,Demo,HHH Choices Complete,"HHH CHOICES HEALTH PLAN, LLC","HHCS, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2905,Local CCP,"Sierra Health and Life Insurance Company, Inc.","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",No,No,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2906,Local CCP,Senior Care Plus,HOMETOWN HEALTH PLAN,Renown Health,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2911,Local CCP,"Vantage Health Plan, Inc.","VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,Local CCP,PrimeWest Health,PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE,PrimeWest Central County-Based Purchasing Initiati,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2931,Local CCP,"Health Plan of Nevada, Inc.","HEALTH PLAN OF NEVADA, INC.","UnitedHealth Group, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2944,PFFS,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2949,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,Local CCP,Senior Care Plus,HOMETOWN HEALTH PLAN,Renown Health,No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2962,Local CCP,Ultimate Health Plans,"ULTIMATE HEALTH PLANS, INC.","ULTIMATE HEALTH PLAN, INC.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3018,Demo,Care Complete,"CENTERS PLAN FOR HEALTHY LIVING, LLC","Centers Plan for Healthy Living, LLC",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3054,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3067,Demo,Virginia Premier Health Plan,"VIRGINIA PREMIER HEALTH PLAN, INC.",Virginia Cwlth University Hlth System Authority,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3071,Local CCP,"Community Care Alliance of Illinois, NFP","COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP",Family Health Network,Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3107,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3113,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3129,Demo,"North Shore-LIJ Health Plan, Inc","NORTH SHORE-LIJ HEALTH PLAN, INC.","North Shore-LI Jewish Health System, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3132,Local CCP,AHF,"AHF MCO OF FLORIDA, INC.",AIDS Healthcare Foundation,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3144,Local CCP,"Coventry Health Care of Illinois, Inc.","COVENTRY HEALTH CARE OF ILLINOIS, INC.",Aetna Inc.,No,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3152,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (NJ)",Aetna Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3154,Local CCP,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Healthcare Services, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3156,Local CCP,AmeriHealth 65 Preferred HMO,"AMERIHEALTH HMO, INC.",Independence Blue Cross,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3204,Local CCP,Presbyterian Senior Care (HMO),PRESBYTERIAN HEALTH PLAN,Presbyterian Healthcare Services,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3206,Local CCP,Presbyterian MediCare PPO,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian Healthcare Services,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3209,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3237,Demo,Health Net Community Solutions,"HEALTH NET COMMUNITY SOLUTIONS, INC.","Health Net, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3240,Local CCP,Amerigroup Community Care,"AMERIGROUP NEW JERSEY, INC.","WellPoint, Inc.",Yes,No,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3251,Local CCP,Lovelace Medicare Plan,"LOVELACE HEALTH SYSTEM, INC.",Ardent Health Services.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3259,Local CCP,BlueCare Plus Tennessee,VOLUNTEER STATE HEALTH PLAN,BlueCross BlueShield of Tennessee,Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3283,Local CCP,Medica Health Plans,MEDICA HEALTH PLANS,Medica Holding Company,No,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3305,Local CCP,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3307,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (NY), INC.","UnitedHealth Group, Inc.",No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3312,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (NY)",Aetna Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3314,1876 Cost,HIP Health Plan of Greater New York,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",No,No,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3327,Local CCP,Touchstone Health,"TOUCHSTONE HEALTH HMO, INC.","Touchstone Health Partnership, Inc",Yes,No,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3328,Local CCP,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3330,Local CCP,EmblemHealth Medicare HMO,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3333,PFFS,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3335,Local CCP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3337,Local CCP,Liberty Health Advantage,"LIBERTY HEALTH ADVANTAGE, INC.","Liberty Health Advantage, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3342,Local CCP,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE ASSURANCE, INC.","WellPoint, Inc.",No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3344,Local CCP,Independent Health,INDEPENDENT HEALTH BENEFITS CORPORATION,"Independent Health Association, Inc.",No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3347,Local CCP,Elderplan,"ELDERPLAN, INC.","Elderplan, Inc.",Yes,No,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3351,Local CCP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3359,Local CCP,Healthfirst Medicare Plan,"MANAGED HEALTH, INC.","Healthfirst, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3361,Local CCP,WellCare,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3362,Local CCP,Independent Health,"INDEPENDENT HEALTH ASSOCIATION, INC.","Independent Health Association, Inc.",Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3370,Local CCP,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE HMO, INC.","WellPoint, Inc.",No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3379,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3384,Local CCP,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3387,Local CCP,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3388,Local CCP,CDPHP Medicare Choices,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.","Capital District Physicians' Health Plan, Inc.",No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3404,Local CCP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3405,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3409,Demo,Optima Health Plan,OPTIMA HEALTH PLAN,Sentara Health Care (SHC),No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3421,PFFS,"America's 1st Choice Health Plans, Inc.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Holdings of S.C., LLC",No,No,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3447,Local CCP,Anthem HealthKeepers,"HEALTHKEEPERS, INC.","WellPoint, Inc.",Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3449,Local CCP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,No,No,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
