2011 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,Ratings of Health Plan Responsiveness and Care,,,,,,"Health Plan Members’ Complaints, Appeals, and Choosing to Leave the Health Plan",,,,Health Plan’s Telephone Customer Service,,
H2226,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,4 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,5 stars,5 stars,3 stars,3 stars,3 stars,Not enough data available to calculate measure,2 stars,Plan not required to report measure,Plan not required to report measure,3 stars,4 stars,3 stars,4 stars,3 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,5 stars,4 stars,3 stars
H2228,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,3 stars,1 stars,4 stars,4 stars,4 stars,5 stars,3 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,2 stars,5 stars,1 stars,4 stars,5 stars,3 stars,2 stars,2 stars,2 stars,1 stars,3 stars,5 stars,2 stars,2 stars,2 stars,Not enough data available to calculate measure,2 stars,2 stars,4 stars,3 stars,1 stars,2 stars,5 stars,4 stars,3 stars
H2230,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield of Massachusetts,4 stars,3 stars,5 stars,5 stars,5 stars,4 stars,3 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 stars,5 stars,Not enough data available to calculate measure,4 stars,4 stars,1 stars Footnote: Measure was not reported by plan,1 stars Footnote: Measure was not reported by plan,1 stars Footnote: Measure was not reported by plan,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,3 stars,3 stars,Not enough data available to calculate measure,4 stars,2 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,4 stars
H2237,Local CCP,Independent Care Health Plan Inc.,iCare,2 stars,3 stars,2 stars,2 stars,1 stars,2 stars,3 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,2 stars,4 stars,Not enough data available to calculate measure,1 stars,4 stars,3 stars,2 stars,2 stars,2 stars,2 stars,Not enough data available to calculate measure,5 stars,4 stars,3 stars,5 stars,4 stars,3 stars,4 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,3 stars
H2241,Local CCP,Golden State Medicare Health Plan,"Golden State Medicare Health Plan, Golden (HMO)",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2256,Local CCP,"TAHMO, Inc.",Tufts Health Plan,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,4 stars,2 stars,5 stars,3 stars,5 stars,1 stars,5 stars,5 stars,5 stars,5 stars,4 stars,4 stars,3 stars,3 stars,4 stars,4 stars,3 stars,5 stars,4 stars,4 stars,4 stars,5 stars,5 stars,4 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",2 stars,5 stars,3 stars
H2261,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross and Blue Shield of Massachusetts,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,4 stars,2 stars,5 stars,2 stars,5 stars,2 stars,5 stars,5 stars,5 stars,5 stars,4 stars,4 stars,2 stars,2 stars,4 stars,5 stars,3 stars,4 stars,5 stars,3 stars,3 stars,5 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,4 stars
H2312,Local CCP,Health Alliance Plan (HAP),HAP Senior Plus,5 stars,5 stars,4 stars,5 stars,4 stars,5 stars,5 stars,5 stars,4 stars,1 stars,4 stars,3 stars,5 stars,1 stars,5 stars,5 stars,4 stars,5 stars,4 stars,4 stars,3 stars,2 stars,4 stars,4 stars,4 stars,4 stars,4 stars,3 stars,5 stars,5 stars,4 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2320,Local CCP,Spectrum Health System,Priority Health Medicare,5 stars,5 stars,5 stars,5 stars,3 stars,5 stars,5 stars,5 stars,5 stars,3 stars,5 stars,2 stars,5 stars,2 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,2 stars,3 stars,1 stars,5 stars,4 stars,5 stars,5 stars,5 stars,5 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,1 stars,5 stars,3 stars
H2322,Local CCP,Health Alliance Plan (HAP),Alliance Medicare PPO,4 stars,3 stars,4 stars,5 stars,3 stars,3 stars,3 stars,4 stars,5 stars,3 stars,5 stars,2 stars,5 stars,Not enough data available to calculate measure,4 stars,5 stars,3 stars,4 stars,4 stars,4 stars,2 stars,3 stars,4 stars,4 stars,3 stars,3 stars,Not enough data available to calculate measure,3 stars,2 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2323,Local CCP,Fidelis SecureCare,Fidelis SecureCare Of Michigan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,2 stars,1 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,2 stars,4 stars
H2354,Local CCP,HealthPlus of Michigan,HealthPlus of Michigan,5 stars,5 stars,4 stars,5 stars,4 stars,4 stars,3 stars,4 stars,5 stars,1 stars,5 stars,2 stars,5 stars,3 stars,5 stars,5 stars,4 stars,4 stars,4 stars,3 stars,3 stars,2 stars,2 stars,5 stars,3 stars,4 stars,4 stars,3 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,4 stars,1 stars
H2406,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,1 stars,1 stars,Not enough data available to calculate measure,2 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,1 stars,1 stars,1 stars,5 stars,1 stars,5 stars,5 stars,3 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 stars,2 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,5 stars,4 stars,3 stars
H2410,PFFS,Medica Health Plans,Medica Health Plans,3 stars,Plan not required to report measure,4 stars,5 stars,5 stars,5 stars,3 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,2 stars,4 stars,1 stars,3 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,2 stars,2 stars,3 stars,3 stars,3 stars,4 stars,3 stars,3 stars,2 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,5 stars,5 stars
H2411,Local CCP,Fallon Community Health Plan,Fallon Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,4 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,4 stars,5 stars,5 stars,Not enough data available to calculate measure,4 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,5 stars,4 stars
H2416,Local CCP,PrimeWest Health System,PrimeWest Health,3 stars,3 stars,Not enough data available to calculate measure,2 stars,5 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,5 stars,4 stars,3 stars,3 stars,3 stars,Not enough data available to calculate measure,1 stars,Plan not required to report measure,Plan not required to report measure,5 stars,5 stars,5 stars,4 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2417,Local CCP,Itasca County Health & Human Services,Itasca Medical Care/IMCare Classic,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,3 stars,1 stars
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,2 stars,2 stars,4 stars,3 stars,3 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,5 stars,5 stars,3 stars,4 stars,4 stars,Not enough data available to calculate measure,1 stars,Plan not required to report measure,Plan not required to report measure,5 stars,5 stars,5 stars,4 stars,5 stars,5 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,3 stars
H2422,Local CCP,"HealthPartners, Inc.",HealthPartners Classic MN Senior Health Options,3 stars,3 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,5 stars,5 stars,4 stars,5 stars,5 stars,Not enough data available to calculate measure,1 stars,Plan not required to report measure,Plan not required to report measure,4 stars,4 stars,5 stars,4 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2425,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Plus,2 stars,3 stars,3 stars,3 stars,4 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,5 stars,4 stars,3 stars,4 stars,4 stars,2 stars,2 stars,Plan not required to report measure,Plan not required to report measure,4 stars,4 stars,5 stars,4 stars,5 stars,5 stars,5 stars,2 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2450,1876 Cost,Medica Health Plans,Medica Insurance Company,4 stars,5 stars,4 stars,4 stars,5 stars,3 stars,5 stars,5 stars,4 stars,2 stars,4 stars,1 stars,5 stars,1 stars,4 stars,5 stars,4 stars,5 stars,4 stars,5 stars,2 stars,2 stars,3 stars,4 stars,4 stars,5 stars,5 stars,5 stars,5 stars,4 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2456,Local CCP,UCare Minnesota,UCare,1 stars,2 stars,4 stars,3 stars,4 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,4 stars,5 stars,3 stars,3 stars,3 stars,2 stars,1 stars,Plan not required to report measure,Plan not required to report measure,4 stars,4 stars,4 stars,3 stars,3 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,5 stars,4 stars
H2457,Local CCP,Metropolitan Health Plan,Metropolitan Health Plan MSHO,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,4 stars,4 stars,5 stars,4 stars,4 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,5 stars,5 stars
H2458,Local CCP,Medica Health Plans,Medica Health Plans,1 stars,3 stars,Plan not required to report measure,3 stars,5 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,1 stars,4 stars,5 stars,3 stars,3 stars,4 stars,2 stars,1 stars,Plan not required to report measure,Plan not required to report measure,5 stars,3 stars,4 stars,4 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2459,Local CCP,UCare Minnesota,UCare,4 stars,4 stars,4 stars,5 stars,5 stars,3 stars,5 stars,5 stars,5 stars,2 stars,5 stars,2 stars,5 stars,1 stars,4 stars,5 stars,3 stars,3 stars,4 stars,5 stars,2 stars,1 stars,2 stars,5 stars,5 stars,5 stars,5 stars,4 stars,5 stars,5 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,5 stars
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross Blue Shield of Minnesota,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 stars,3 stars,4 stars,3 stars,3 stars,1 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1 stars,2 stars,3 stars,3 stars,4 stars,2 stars,4 stars,2 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2462,1876 Cost,"HealthPartners, Inc.",HealthPartners Freedom Plan,5 stars,5 stars,5 stars,5 stars,5 stars,3 stars,5 stars,5 stars,5 stars,2 stars,5 stars,3 stars,5 stars,1 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,3 stars,2 stars,4 stars,4 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2486,Local CCP,Humana Inc.,Humana Medical Plan of Utah,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,3 stars,3 stars,3 stars
H2491,Local CCP,"WellCare Health Plans, Inc.",WellCare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,4 stars,2 stars,5 stars
H2542,Local CCP,Humana Inc.,Humana Insurance Company,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,Not enough data available to calculate measure,4 stars,2 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,Not enough data available to calculate measure,3 stars,4 stars,3 stars,2 stars,3 stars,3 stars,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,3 stars,3 stars,4 stars,Not enough data available to calculate measure,5 stars,3 stars,4 stars,5 stars,5 stars,4 stars,3 stars,3 stars,3 stars
H2593,Local CCP,CareMore Medical Enterprises,"CareMore Health Plan of Arizona, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2610,Local CCP,Essence Group Holdings Corporation,Essence Healthcare,3 stars,4 stars,4 stars,5 stars,4 stars,5 stars,5 stars,4 stars,4 stars,3 stars,4 stars,3 stars,5 stars,1 stars,4 stars,5 stars,5 stars,4 stars,4 stars,3 stars,3 stars,2 stars,2 stars,5 stars,4 stars,4 stars,5 stars,5 stars,5 stars,4 stars,3 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,4 stars,3 stars
H2611,Local CCP,Sisters of Mercy Health System-St. Louis.,Mercy Health Plans,3 stars,4 stars,5 stars,4 stars,4 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 stars,5 stars,Not enough data available to calculate measure,3 stars,4 stars,3 stars,4 stars,4 stars,4 stars,Not enough data available to calculate measure,3 stars,2 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,5 stars,5 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",3 stars,4 stars,3 stars
H2613,PFFS,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,1 stars,Plan not required to report measure,2 stars,2 stars,2 stars,3 stars,2 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,1 stars,4 stars,Not enough data available to calculate measure,1 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5 stars,Not enough data available to calculate measure,2 stars,1 stars,4 stars,4 stars,3 stars,3 stars,2 stars,1 stars,1 stars,5 stars,3 stars,4 stars,4 stars,4 stars,2 stars
H2643,Local CCP,L.A. Care Health Plan,L.A. Care Health Plan Medicare Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,4 stars,4 stars
H2649,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",2 stars,4 stars,4 stars,4 stars,3 stars,4 stars,3 stars,4 stars,4 stars,2 stars,4 stars,2 stars,5 stars,2 stars,4 stars,5 stars,4 stars,4 stars,3 stars,3 stars,3 stars,2 stars,3 stars,5 stars,4 stars,4 stars,4 stars,4 stars,4 stars,4 stars,4 stars,1 stars,4 stars,3 stars,3 stars,3 stars
H2654,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,2 stars,3 stars,3 stars,3 stars,3 stars,4 stars,4 stars,4 stars,4 stars,1 stars,3 stars,1 stars,5 stars,1 stars,3 stars,4 stars,3 stars,3 stars,3 stars,3 stars,2 stars,1 stars,1 stars,4 stars,3 stars,4 stars,2 stars,4 stars,2 stars,4 stars,5 stars,3 stars,2 stars,5 stars,4 stars,3 stars
H2663,Local CCP,Coventry Health Care Inc.,"Group Health Plan, Inc.",4 stars,4 stars,4 stars,5 stars,4 stars,5 stars,5 stars,4 stars,5 stars,2 stars,5 stars,2 stars,5 stars,1 stars,4 stars,5 stars,4 stars,4 stars,4 stars,4 stars,3 stars,2 stars,2 stars,4 stars,4 stars,3 stars,3 stars,4 stars,3 stars,4 stars,5 stars,4 stars,4 stars,5 stars,2 stars,5 stars
H2667,Local CCP,Sisters of Mercy Health System-St. Louis.,"Mercy Health Plans of Missouri, Inc.",3 stars,5 stars,4 stars,5 stars,4 stars,5 stars,5 stars,5 stars,4 stars,2 stars,5 stars,2 stars,5 stars,2 stars,4 stars,4 stars,4 stars,4 stars,3 stars,5 stars,2 stars,2 stars,1 stars,5 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,4 stars,4 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,4 stars,3 stars
H2672,Local CCP,Coventry Health Care Inc.,COVENTRY HEALTH CARE,3 stars,4 stars,4 stars,4 stars,4 stars,4 stars,3 stars,5 stars,4 stars,2 stars,4 stars,1 stars,5 stars,2 stars,4 stars,4 stars,4 stars,4 stars,2 stars,4 stars,3 stars,2 stars,2 stars,4 stars,3 stars,3 stars,4 stars,3 stars,4 stars,4 stars,3 stars,4 stars,4 stars,5 stars,2 stars,5 stars
H2701,Local CCP,New West Health Services,New West Health Services,4 stars,1 stars,2 stars,2 stars,4 stars,3 stars,3 stars,4 stars,4 stars,2 stars,5 stars,2 stars,5 stars,Not enough data available to calculate measure,3 stars,1 stars,1 stars Footnote: Measure was not reported by plan,1 stars Footnote: Measure was not reported by plan,3 stars,5 stars,2 stars,2 stars,1 stars,4 stars,4 stars,5 stars,Not enough data available to calculate measure,4 stars,3 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,5 stars,4 stars
H2773,Local CCP,"QHP Group, Inc.",QUALITY HEALTH PLANS,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
