2011 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,Ratings of Health Plan Responsiveness and Care,,,,,,"Health Plan Members’ Complaints, Appeals, and Choosing to Leave the Health Plan",,,,Health Plan’s Telephone Customer Service,,
H1951,Local CCP,Humana Inc.,Humana Health Benefit Plan of Louisiana Inc,73,71,85,86,72,92,67.24,70.18,61,74,77,51,96,25,66,92,80,51,68,77,32,45,54,88.04,91.37,72.9,89.43,85.57,88.63,0.36,91,61,25,1:47,89,70
H1961,Local CCP,"New Orleans Reg Physician Hosp Organization, Inc.",Peoples Health,71,51,84,86,74,92,64.26,71.87,72,77,71,42,96,22,62,82,72,49,55,76,32,41,60,87.82,89.8,70.4,93.37,85.13,89.97,0.17,91,91,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",2:04,93,73
H2001,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,79,36,92,89,74,86,68.9,66.67,67,85,81,49,95,Not enough data available to calculate measure,82,92,79,57,56,Not enough data available to calculate measure,Not enough data available to calculate measure,40,44,86.13,90.63,78.09,Not enough data available to calculate measure,85.76,81.24,0.54,Not enough data available to calculate measure,Not enough data available to calculate measure,64,0:39,90,68
H2012,Local CCP,Humana Inc.,"Humana Health Plan, Inc",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1.4,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1:47,89,70
H2029,Local CCP,Humana Inc.,"Humana Insurance of Puerto Rico, Inc.",71,41,85,86,52,99,30.99,24.21,Not enough data available to calculate measure,Not enough data available to calculate measure,73,55,94,Not enough data available to calculate measure,48,86,0,0,0 Footnote: Measure was not reported by plan,Not enough data available to calculate measure,Not enough data available to calculate measure,38,59,80.09,91.32,64.99,Not enough data available to calculate measure,84.06,86.41,1.14,Not enough data available to calculate measure,Not enough data available to calculate measure,25,1:52,90,64
H2034,Local CCP,"Community Care, Inc.",Community Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:02,90,87
H2108,Local CCP,"Bravo Health, Inc.",Bravo Health,61,44,84,82,67,89,54.49,58.47,64,78,49,47,90,17,59,88,64,45,45,61,24,36,65,77.62,86.95,71.1,84.4,79.85,75.44,0.84,90,90,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:30,91,87
H2111,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,32,21,89,70,41,90,58.51,59.73,Not enough data available to calculate measure,Not enough data available to calculate measure,50,49,92,6,45,85,45,30,41,60,4,34,65,78.64,88.05,71.88,Not enough data available to calculate measure,79.96,75.49,1.25,82,36,63,0:34,90,68
H2112,Local CCP,Aetna Inc.,Aetna Medicare,70,60,88,89,68,89,66.37,69.67,68,76,70,50,95,19,68,90,78,62,68,82,29,33,54,85.3,89.6,73.44,89.17,82.81,77.69,1.01,90,67,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:16,86,52
H2150,1876 Cost,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Medicare Plus,88,77,93,94,73,93,79.36,84.06,62,79,78,58,96,51,77,98,88,69,67,84,40,36,59,84.35,90.14,76.26,88.61,85.51,86.85,0.33,94,82,65,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2161,Local CCP,,Upper Peninsula Health Plan Plus (HMO SNP),Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2165,Local CCP,"HealthSpring, Inc.",HealthSpring Life & Health,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:18,90,46
H2169,Local CCP,University of Pittsburgh Medical Center,UPMC Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:25,89,60
H2174,Local CCP,Trillium Community Health Plan,Trillium Advantage,59,46,83,83,57,89,60.96,68.64,Not enough data available to calculate measure,Not enough data available to calculate measure,66,42,93,Not enough data available to calculate measure,68,88,74,41,66,92,32,42,59,86.1,88.83,77.8,91,85.96,86.11,0.11,85,46,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:17,92,87
H2182,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,90,Not enough data available to calculate measure,90,60.44,64.44,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,92,Not enough data available to calculate measure,50,88,75,47,55,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,84.02,88.78,69.88,85.19,82.91,80,0.98,Not enough data available to calculate measure,Not enough data available to calculate measure,64,0:39,90,68
H2224,Local CCP,"Senior Whole Health, LLC",Senior Whole Health,81,57,88,87,63,92,74.43,63.64,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,99,14,64,90,60,45,51,58,18,Plan not required to report measure,Plan not required to report measure,87.34,90.42,74.19,93.08,85.63,91.43,0,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:44,85,63
H2225,Local CCP,Commonwealth Care Alliance,"Commonwealth Care Alliance, Inc.",79,52,85,89,71,93,77.26,62.14,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,99,22,78,95,77,50,65,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,85.9,91.69,74.66,92.1,84.96,90.65,0.07,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:17,84,77
H2226,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,78,66,95,89,78,93,76.78,60.29,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,99,21,82,94,76,52,53,Not enough data available to calculate measure,20,Plan not required to report measure,Plan not required to report measure,84.19,90.44,72.7,90.07,85.07,87.49,0.08,Not enough data available to calculate measure,Not enough data available to calculate measure,63,0:47,90,68
H2228,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,71,32,86,86,75,94,69.09,65.23,Not enough data available to calculate measure,Not enough data available to calculate measure,69,50,96,7,70,92,60,39,47,69,5,40,66,81.38,85.99,71.48,Not enough data available to calculate measure,81.92,81.26,0.49,70,63,63,0:34,90,68
H2230,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield of Massachusetts,77,51,94,93,76,90,68.59,65.79,Not enough data available to calculate measure,Not enough data available to calculate measure,86,52,96,Not enough data available to calculate measure,70,88,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,83.2,88.63,75.11,Not enough data available to calculate measure,85.13,81.31,0.16,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:45,94,76
H2237,Local CCP,Independent Care Health Plan Inc.,iCare,62,51,75,75,47,72,63.64,64.31,Not enough data available to calculate measure,Not enough data available to calculate measure,58,47,92,Not enough data available to calculate measure,43,89,54,32,49,55,31,Not enough data available to calculate measure,73,86.36,88.86,80.73,90.1,84.93,86.26,0.18,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:25,93,56
H2241,Local CCP,Golden State Medicare Health Plan,"Golden State Medicare Health Plan, Golden (HMO)",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:12,95,83
H2256,Local CCP,"TAHMO, Inc.",Tufts Health Plan,85,81,95,97,82,93,79.29,81.06,66,80,83,51,98,20,89,96,95,69,70,81,41,41,61,86.29,89.67,77.63,90.21,86.12,86.86,0.1,97,89,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",3:03,92,63
H2261,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross and Blue Shield of Massachusetts,86,76,95,93,82,93,76.69,79.55,64,78,85,49,98,25,83,92,88,66,69,79,27,38,60,88.51,89.1,75.81,91.73,84.49,82.28,0.05,95,74,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:45,94,76
H2312,Local CCP,Health Alliance Plan (HAP),HAP Senior Plus,82,75,87,89,73,92,73.78,76.58,67,75,78,52,96,18,83,95,86,61,65,81,35,36,61,86.63,90.17,75.82,89.32,84.86,89.15,0.23,90,83,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:35,93,83
H2320,Local CCP,Spectrum Health System,Priority Health Medicare,90,82,94,97,68,94,73.48,75.97,70,83,87,50,97,27,84,94,92,73,74,87,32,42,47,88.06,91.05,80.29,93.15,87.63,88.23,0.35,Not enough data available to calculate measure,Not enough data available to calculate measure,9,3:42,94,64
H2322,Local CCP,Health Alliance Plan (HAP),Alliance Medicare PPO,74,54,85,91,69,89,68.08,72.61,71,81,85,50,97,Not enough data available to calculate measure,70,90,76,55,67,81,33,45,61,86.36,88.74,74.95,Not enough data available to calculate measure,84.66,79.89,0.47,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:41,93,83
H2323,Local CCP,Fidelis SecureCare,Fidelis SecureCare Of Michigan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,57,43,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,43,77,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:22,85,74
H2354,Local CCP,HealthPlus of Michigan,HealthPlus of Michigan,85,80,89,91,70,90,67.72,75.14,70,73,79,46,97,43,86,90,85,56,69,75,41,34,53,89.35,89.82,76.78,90.54,85.08,88.09,0.21,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:19,91,21
H2406,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,28,18,Not enough data available to calculate measure,74,79,100,Not enough data available to calculate measure,Not enough data available to calculate measure,63,70,45,39,99,8,85,91,79,53,Not enough data available to calculate measure,Not enough data available to calculate measure,4,36,72,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,0.57,Not enough data available to calculate measure,Not enough data available to calculate measure,63,0:24,90,68
H2410,PFFS,Medica Health Plans,Medica Health Plans,71,Plan not required to report measure,88,89,76,97,67.54,73.48,Not enough data available to calculate measure,Not enough data available to calculate measure,71,49,92,14,62,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,29,36,58,85.03,89.17,75.78,86.56,83.37,81.5,0.28,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:53,93,85
H2411,Local CCP,Fallon Community Health Plan,Fallon Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,76.06,72.68,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,86.77,92.03,77.62,Not enough data available to calculate measure,86.26,88.05,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:02,94,75
H2416,Local CCP,PrimeWest Health System,PrimeWest Health,70,48,Not enough data available to calculate measure,76,77,97,76.9,80.9,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,99,15,84,89,75,48,62,Not enough data available to calculate measure,10,Plan not required to report measure,Plan not required to report measure,89.32,92.3,84.5,89.95,90.63,88.89,0,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:08,96,88
H2417,Local CCP,Itasca County Health & Human Services,Itasca Medical Care/IMCare Classic,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:54,89,8
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,63,47,86,84,63,95,75.79,85.4,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,8,79,91,70,56,71,Not enough data available to calculate measure,14,Plan not required to report measure,Plan not required to report measure,89.18,93.68,84.55,90.41,90.01,88.98,0.63,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:19,94,66
H2422,Local CCP,"HealthPartners, Inc.",HealthPartners Classic MN Senior Health Options,72,50,92,89,78,94,79.06,83.21,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,10,81,91,85,70,77,Not enough data available to calculate measure,19,Plan not required to report measure,Plan not required to report measure,86,90.18,78.57,89.02,87.07,87.56,0,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:16,95,94
H2425,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Plus,62,51,83,83,73,95,79.14,82.69,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,12,76,89,72,54,68,57,20,Plan not required to report measure,Plan not required to report measure,87.43,91.12,78.89,88.85,87.1,88.29,0.05,55,79,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:21,95,83
H2450,1876 Cost,Medica Health Plans,Medica Insurance Company,80,73,86,86,79,89,78.55,78.92,65,79,74,45,97,20,70,90,84,64,67,88,32,36,55,86.74,90.66,79.5,92.08,86.92,88.3,0.29,98,84,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2456,Local CCP,UCare Minnesota,UCare,51,40,85,83,73,92,79.19,79.27,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,15,70,91,69,48,62,65,17,Plan not required to report measure,Plan not required to report measure,87.51,91.26,77.19,88.36,85.11,87.26,0.06,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:53,95,77
H2457,Local CCP,Metropolitan Health Plan,Metropolitan Health Plan MSHO,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,75.42,81.73,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,87.43,91.1,78.47,88.5,85.56,85.82,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:11,92,83
H2458,Local CCP,Medica Health Plans,Medica Health Plans,55,50,Plan not required to report measure,82,76,98,73.78,83.07,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,97,11,72,91,75,49,67,58,13,Plan not required to report measure,Plan not required to report measure,88.42,89.3,77.45,89.88,87.35,87.73,0.15,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:49,93,85
H2459,Local CCP,UCare Minnesota,UCare,81,58,92,91,78,89,78.59,79.23,69,80,80,48,96,18,74,93,74,52,65,89,33,31,51,88.2,91.23,79.93,92.15,86.47,87.93,0.11,100,85,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:42,95,84
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross Blue Shield of Minnesota,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,57.33,69.55,67,83,67,39,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,29,54,82.79,86.05,79.71,67.8,85.71,78.84,0.28,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2462,1876 Cost,"HealthPartners, Inc.",HealthPartners Freedom Plan,87,79,95,91,83,81,82.72,83.64,69,80,81,51,98,20,85,92,91,75,81,91,39,35,61,87.16,90.32,81.03,92.8,87.68,88.78,0.08,96,76,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2486,Local CCP,Humana Inc.,Humana Medical Plan of Utah,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.37,Not enough data available to calculate measure,Not enough data available to calculate measure,25,1:51,89,70
H2491,Local CCP,"WellCare Health Plans, Inc.",WellCare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,20,0:55,81,85
H2542,Local CCP,Humana Inc.,Humana Insurance Company,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,84,Not enough data available to calculate measure,91,59.59,60.94,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,96,Not enough data available to calculate measure,59,85,62,40,55,76,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,84.45,89.68,75.53,Not enough data available to calculate measure,86.52,83.64,0.58,100,92,25,1:42,89,70
H2593,Local CCP,CareMore Medical Enterprises,"CareMore Health Plan of Arizona, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0.52,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:23,91,84
H2610,Local CCP,Essence Group Holdings Corporation,Essence Healthcare,72,69,89,91,73,93,81.2,74.96,65,82,78,54,97,17,66,92,92,59,64,72,37,36,54,90.56,90.76,76.94,93.95,87.02,88.72,0.37,83,75,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:20,90,67
H2611,Local CCP,Sisters of Mercy Health System-St. Louis.,Mercy Health Plans,73,63,94,88,72,94,80.8,77.46,Not enough data available to calculate measure,Not enough data available to calculate measure,82,52,97,Not enough data available to calculate measure,62,85,71,53,65,82,Not enough data available to calculate measure,40,54,88.66,91.94,78.79,Not enough data available to calculate measure,88.37,88.89,0.8,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:43,91,62
