2012 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Ratings of Plan Responsiveness and Care,,,,,"Member Complaints, Problems Getting Services, and Choosing to Leave the Plan",,,Health Plan Customer Service,,
H2001,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,80,43,85,91,74,76,73,66,83,52,96,50,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,80,91,72,52,57,Not enough data available to calculate measure,43,48,9,87,82,85,87,84,0.54,60,8,Not enough data available to calculate measure,Not enough data available to calculate measure,83
H2012,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,85,65,64,69,Plan too new to be measured,Plan too new to be measured,No data available,94,13,No data available,No data available,No data available,Not enough data available to calculate measure,49,87,54,28,35,60,No data available,No data available,15,84,72,85,84,85,0.80,100,15,91,91,84
H2029,Local CCP,Humana Inc.,"Humana Insurance of Puerto Rico, Inc.",55,34,81,70,49,34,26,Plan too new to be measured,Plan too new to be measured,57,91,0,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,35,81,0,0,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,57,14,81,64,88,84,85,0.75,80,21,Not enough data available to calculate measure,Not enough data available to calculate measure,85
H2034,Local CCP,"Community Care, Inc.",Community Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,100,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2108,Local CCP,"HealthSpring, Inc.",Bravo Health,64,47,85,88,62,64,64,70,82,44,91,43,51,28,34,8,64,90,65,41,48,65,29,64,15,83,75,86,82,80,0.80,39,11,93,79,85
H2111,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,32,22,80,73,44,Plan too small to be measured,Plan too small to be measured,45,89,41,96,42,77,90,84,10,59,87,67,49,49,Not enough data available to calculate measure,30,76,11,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.57,60,9,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2112,Local CCP,Aetna Inc.,Aetna Medicare,69,65,88,87,70,74,72,64,80,49,96,39,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16,71,88,81,57,72,90,39,57,17,82,76,87,84,80,0.49,0,12,93,86,Not enough data available to calculate measure
H2150,1876 Cost,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Medicare Plus,88,83,96,94,70,79,85,66,77,60,96,95,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,60,80,98,90,72,73,86,35,63,Plan not required to report measure,84,77,85,86,87,0.26,100,2,97,90,Not enough data available to calculate measure
H2161,Local CCP,"UPPER PENINSULA HEALTH PLAN, INC.",Upper Peninsula Health Plan Plus (HMO SNP),Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure
H2165,Local CCP,"HealthSpring, Inc.",HealthSpring Life & Health,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,67,64,Plan too new to be measured,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,82,72,88,86,81,0.95,64,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,63
H2174,Local CCP,Trillium Community Health Plan,Trillium Advantage,65,54,80,82,63,62,67,57,81,46,94,72,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,74,88,77,49,64,92,39,66,12,86,80,93,88,89,0.05,80,6,100,94,96
H2182,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,63,52,91,88,54,61,60,Plan too new to be measured,Plan too new to be measured,53,94,42,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,54,91,66,45,54,78,36,56,10,85,73,85,84,83,0.80,40,16,96,69,83
H2224,Local CCP,"Senior Whole Health, LLC",Senior Whole Health,76,56,89,87,73,82,70,Not enough data available to calculate measure,Not enough data available to calculate measure,54,99,3,91,89,83,13,66,91,54,38,49,63,39,82,16,85,73,87,85,92,0.05,80,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",79,51,83,91,73,77,68,Not enough data available to calculate measure,Not enough data available to calculate measure,63,99,69,98,98,98,16,74,93,78,53,64,Not enough data available to calculate measure,43,81,4,87,76,90,87,93,0.00,80,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2226,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare Community Plan,79,69,88,88,80,77,64,Not enough data available to calculate measure,Not enough data available to calculate measure,54,99,59,68,50,48,13,80,94,69,53,52,67,40,81,9,87,74,89,88,90,0.30,40,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2228,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,62,31,93,86,75,Plan too small to be measured,Plan too small to be measured,59,80,43,96,46,83,93,92,5,76,89,68,53,54,63,35,77,13,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.12,60,8,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2230,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield of Massachusetts,81,55,97,91,80,81,83,Plan too small to be measured,Plan too small to be measured,52,98,58,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,80,91,83,62,65,84,43,59,14,85,77,90,86,81,0.11,80,8,93,73,97
H2237,Local CCP,Independent Care Health Plan Inc.,iCare,68,48,84,78,54,66,65,70,82,54,93,56,70,37,49,Not enough data available to calculate measure,52,90,56,37,57,69,Not enough data available to calculate measure,77,15,84,80,89,84,84,0.47,80,10,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2241,Local CCP,Golden State Medicare Health Plan,"Golden State Medicare Health Plan, Golden (HMO)",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,100,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,85
H2256,Local CCP,"TAHMO, Inc.",Tufts Health Plan Medicare Preferred,86,82,97,96,83,80,78,69,80,52,98,83,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22,87,95,93,68,75,83,36,61,13,87,79,91,88,90,0.20,60,3,90,92,90
H2261,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield of Massachusetts,84,77,90,92,79,79,85,62,83,47,98,63,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22,83,92,86,66,64,76,36,65,13,85,78,90,86,84,0.04,80,19,96,90,97
H2312,Local CCP,Health Alliance Plan (HAP),HAP Senior Plus,83,76,90,91,75,74,71,65,77,49,96,71,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14,77,95,86,63,67,82,35,58,15,89,77,88,86,87,0.13,80,3,57,86,65
H2320,Local CCP,Spectrum Health System,Priority Health Medicare,88,79,93,95,70,70,69,67,82,51,96,94,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22,83,94,91,65,77,80,46,46,12,89,81,90,87,88,0.16,60,4,93,70,85
H2322,Local CCP,Health Alliance Plan (HAP),Alliance Medicare PPO,76,53,86,88,71,71,71,68,76,55,97,8,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21,68,89,0 Footnote: Not reported. There were problems with the plan’s data,0 Footnote: Not reported. There were problems with the plan’s data,63,82,38,59,14,88,77,89,86,85,0.35,60,14,Not enough data available to calculate measure,Not enough data available to calculate measure,65
H2323,Local CCP,Fidelis SecureCare,Fidelis SecureCare Of Michigan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,40,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,42,78,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,100,11,95,55,Not enough data available to calculate measure
H2354,Local CCP,HealthPlus of Michigan,HealthPlus of Michigan,86,81,96,95,74,77,76,67,79,51,97,37,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26,79,94,88,60,63,86,39,57,13,89,77,90,88,89,0.09,100,1,Not enough data available to calculate measure,Not enough data available to calculate measure,79
H2406,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,34,20,Not enough data available to calculate measure,77,81,Plan too small to be measured,Plan too small to be measured,64,79,38,98,74,96,96,97,4,90,86,83,61,Not enough data available to calculate measure,Not enough data available to calculate measure,34,82,10,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.07,60,8,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2410,PFFS,Medica Holding Company,Medica Health Plans,68,Plan not required to report measure,82,85,60,Plan too small to be measured,Plan too small to be measured,74,76,44,88,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,55,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,85,39,61,11,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,100,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,80
H2411,Local CCP,Fallon Community Health Plan,Fallon Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,80,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2416,Local CCP,PrimeWest Health System,PrimeWest Health,62,56,69,72,75,77,83,Not enough data available to calculate measure,Not enough data available to calculate measure,44,99,51,80,76,71,9,76,86,70,39,68,Not enough data available to calculate measure,41,84,12,89,84,89,90,90,0.00,100,2,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2417,Local CCP,Itasca County Health & Human Services,Itasca Medical Care/IMCare Classic,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,95,97,95,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,60,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,70,49,83,89,71,75,84,Not enough data available to calculate measure,Not enough data available to calculate measure,41,98,61,82,58,65,13,76,91,81,62,75,Not enough data available to calculate measure,38,86,14,90,83,89,88,91,0.09,80,2,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2422,Local CCP,"HealthPartners, Inc.",HealthPartners,70,57,88,87,79,81,77,Not enough data available to calculate measure,Not enough data available to calculate measure,54,98,87,96,93,75,13,79,90,85,62,77,58,35,83,12,84,78,86,86,88,0.00,100,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2425,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Plus,56,50,80,84,73,79,84,Not enough data available to calculate measure,Not enough data available to calculate measure,44,98,5,66,71,22,12,77,88,70,51,73,60,38,83,13,87,81,88,88,89,0.03,100,2,86,81,Not enough data available to calculate measure
H2450,1876 Cost,Medica Holding Company,Medica Insurance Company,78,69,87,88,79,76,81,67,83,50,97,73,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20,73,89,80,59,78,88,35,55,Plan not required to report measure,88,82,91,88,90,0.12,80,2,85,75,Not enough data available to calculate measure
H2456,Local CCP,UCare Minnesota,UCare,50,46,85,85,73,74,75,Not enough data available to calculate measure,Not enough data available to calculate measure,51,98,71,65,88,49,9,74,90,77,57,69,65,42,82,13,87,80,87,87,89,0.00,80,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2457,Local CCP,Metropolitan Health Plan,Metropolitan Health Plan MSHO,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,50,Plan too small to be measured,Plan too small to be measured,94,68,63,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,79,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,80,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2458,Local CCP,Medica Holding Company,Medica Health Plans,58,54,81,82,77,76,81,Not enough data available to calculate measure,Not enough data available to calculate measure,43,97,71,88,69,66,9,73,91,82,56,74,57,37,74,13,88,78,84,87,89,0.03,100,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2459,Local CCP,UCare Minnesota,UCare,78,73,90,87,78,81,84,66,79,48,96,78,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20,74,91,81,61,68,87,38,55,13,88,81,89,87,88,0.18,80,4,97,88,96
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross and Blue Shield of Minnesota,76,68,85,94,71,82,81,67,81,48,96,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,77,85,80,60,65,Benefit not offered by plan,30,50,Plan not required to report measure,87,80,91,88,89,0.09,100,3,88,72,Not enough data available to calculate measure
H2462,1876 Cost,"HealthPartners, Inc.",HealthPartners,86,76,92,93,84,84,84,67,80,54,98,86,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,83,92,94,73,81,90,40,64,Plan not required to report measure,88,84,92,89,90,0.03,100,2,97,94,Not enough data available to calculate measure
H2486,Local CCP,Humana Inc.,"Humana Medical Plan of Utah, Inc.",65,45,Not enough data available to calculate measure,82,44,67,75,Plan too new to be measured,Plan too new to be measured,No data available,91,35,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,55,88,52,34,46,Not enough data available to calculate measure,No data available,No data available,26,84,76,82,85,83,0.33,100,19,Not enough data available to calculate measure,Not enough data available to calculate measure,84
H2491,Local CCP,"WellCare Health Plans, Inc.",'Ohana Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,56,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.14,80,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,78
H2542,Local CCP,Humana Inc.,Humana Insurance Company,66,41,88,86,69,64,60,Plan too new to be measured,Plan too new to be measured,51,96,38,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,8,65,90,61,41,54,75,35,56,14,85,75,89,85,84,0.54,80,18,96,77,85
H2593,Local CCP,"WellPoint, Inc.","CareMore Health Plan of Arizona, Inc.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,89,Not enough data available to calculate measure,70,83,Plan too new to be measured,Plan too new to be measured,No data available,97,Not enough data available to calculate measure,95,96,96,Not enough data available to calculate measure,52,99,79,49,87,80,No data available,No data available,0,83,75,89,86,89,0.74,80,13,Not enough data available to calculate measure,Not enough data available to calculate measure,74
H2610,Local CCP,Essence Group Holdings Corporation,Essence Healthcare,74,69,93,95,75,82,79,64,79,52,97,76,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22,72,91,88,58,68,74,38,59,11,90,78,90,88,89,0.25,80,5,96,88,85
H2611,Local CCP,Coventry Health Care Inc.,Coventry Health Care,75,68,90,90,72,75,72,65,74,45,95,64,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14,64,85,81,55,56,79,32,51,14,87,76,86,86,84,0.41,60,39,93,87,68
H2643,Local CCP,L.A. Care Health Plan,L.A. Care Health Plan Medicare Advantage,37,34,Not enough data available to calculate measure,64,24,62,37,Plan too new to be measured,Plan too new to be measured,58,59,2,67,27,1,Not enough data available to calculate measure,25,88,29,21,64,Not enough data available to calculate measure,Not enough data available to calculate measure,62,13,76,68,83,82,83,0.11,100,23,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2649,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",66,70,88,87,70,76,81,70,77,47,96,47,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23,65,93,81,52,61,74,30,55,14,87,77,87,86,88,0.21,80,4,93,68,85
H2654,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,65,54,84,86,59,76,77,63,73,42,95,38,57,54,26,20,67,89,76,51,59,75,42,53,12,89,77,89,87,85,0.42,40,7,93,84,83
H2663,Local CCP,Coventry Health Care Inc.,"Group Health Plan, Inc.",75,69,90,89,74,78,80,70,79,48,97,52,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23,74,90,82,56,67,80,35,54,14,86,78,85,84,84,0.25,40,14,94,89,69
H2667,Local CCP,Coventry Health Care Inc.,Coventry Health Care,73,76,91,92,71,79,82,72,76,48,97,68,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,69,87,86,63,64,84,32,56,12,87,80,92,89,91,0.11,80,4,86,77,63
H2672,Local CCP,Coventry Health Care Inc.,COVENTRY HEALTH CARE,66,63,92,86,71,72,82,67,75,44,95,47,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,66,91,72,57,58,85,33,57,14,87,77,90,86,85,0.28,20,9,Not enough data available to calculate measure,Not enough data available to calculate measure,85
H2701,Local CCP,New West Health Services,New West Health Services,78,31,83,81,71,68,74,63,79,45,94,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,66,80,64,35,54,63,37,49,11,86,81,93,87,86,0.08,80,4,92,54,76
H2773,Local CCP,"QHP Financial Group, Inc.",QUALITY HEALTH PLANS,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,0,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2775,Local CCP,Universal American Corp.,Universal American Corp.,Not enough data available to calculate measure,21,Not enough data available to calculate measure,88,69,71,71,Plan too new to be measured,Plan too new to be measured,No data available,95,42,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,59,84,54,32,47,77,No data available,No data available,11,87,80,82,86,84,0.73,0,26,100,93,Not enough data available to calculate measure
H2802,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,58,59,86,82,69,80,86,67,76,38,93,48,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17,69,86,80,49,60,Not enough data available to calculate measure,33,61,11,90,80,88,88,87,0.33,60,6,Not enough data available to calculate measure,Not enough data available to calculate measure,83
H2803,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,60,51,86,83,62,74,74,68,78,42,93,34,75,64,40,20,65,87,74,53,61,89,40,57,12,88,79,86,87,85,0.47,40,7,79,73,83
H2810,Local CCP,Group Health Cooperative,"Group Health Options, Inc.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,88,Not enough data available to calculate measure,68,73,Plan too new to be measured,Plan too new to be measured,No data available,96,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,49,87,64,42,61,Not enough data available to calculate measure,No data available,No data available,46,84,79,90,85,83,0.70,100,11,Not enough data available to calculate measure,Not enough data available to calculate measure,94
H2816,PFFS,Universal American Corp.,Universal American Corp.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.67,0,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure
H2836,Local CCP,"WellPoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2899,Local CCP,Arcadian Management Services Inc.,Southeast Community Care,63,51,81,82,44,62,62,Plan too new to be measured,Plan too new to be measured,47,91,15,66,26,29,13,48,89,61,37,52,Not enough data available to calculate measure,30,56,15,78,69,84,81,81,0.79,0,19,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2905,Local CCP,"UnitedHealth Group, Inc.","Sierra Health and Life Insurance Company, Inc.",58,32,Not enough data available to calculate measure,71,50,62,62,Plan too small to be measured,Plan too small to be measured,43,94,24,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,42,80,27,14,31,Not enough data available to calculate measure,30,46,18,88,76,89,86,81,0.35,60,13,Not enough data available to calculate measure,Not enough data available to calculate measure,80
H2906,Local CCP,Renown Health,Senior Care Plus,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,80,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,78
