2012 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Ratings of Plan Responsiveness and Care,,,,,"Member Complaints, Problems Getting Services, and Choosing to Leave the Plan",,,Health Plan Customer Service,,
H2174,Local CCP,Trillium Community Health Plan,Trillium Advantage,3,3,2,3,3,2,3,3,3,1,4,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5,4,3,3,4,5,2,4,4,4,5,5,4,5,5,4,5,5,5,5
H2182,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,3,5,4,2,2,2,Plan too new to be measured,Plan too new to be measured,3,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,5,3,3,3,4,2,3,4,4,2,2,2,2,1,2,2,5,2,4
H2224,Local CCP,"Senior Whole Health, LLC",Senior Whole Health,4,3,4,4,4,5,4,Not enough data available to calculate measure,Not enough data available to calculate measure,3,5,1,5,5,4,1,4,5,2,2,3,2,2,5,3,4,2,3,4,5,5,4,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",4,3,3,5,4,5,3,Not enough data available to calculate measure,Not enough data available to calculate measure,4,5,4,5,5,5,2,5,5,3,4,4,Not enough data available to calculate measure,3,5,5,4,4,4,4,5,5,4,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2226,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare Community Plan,4,5,4,4,5,5,2,Not enough data available to calculate measure,Not enough data available to calculate measure,3,5,3,4,3,3,1,5,5,3,4,3,2,2,5,4,4,3,4,4,5,3,2,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2228,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,1,5,4,4,Plan too small to be measured,Plan too small to be measured,3,3,1,5,3,5,5,5,1,5,5,3,4,3,2,2,5,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,3,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2230,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield of Massachusetts,5,3,5,5,5,5,5,Plan too small to be measured,Plan too small to be measured,3,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,5,5,4,4,4,5,3,4,3,4,4,4,4,1,5,4,4,5,2,5
H2237,Local CCP,Independent Care Health Plan Inc.,iCare,3,3,3,2,2,3,3,5,3,3,4,3,4,2,3,Not enough data available to calculate measure,2,5,2,2,3,2,Not enough data available to calculate measure,5,3,3,5,4,3,3,3,4,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2241,Local CCP,Golden State Medicare Health Plan,"Golden State Medicare Health Plan, Golden (HMO)",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2256,Local CCP,"TAHMO, Inc.",Tufts Health Plan Medicare Preferred,5,5,5,5,5,5,5,5,3,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,5,5,5,4,2,4,3,4,5,5,5,5,4,3,5,4,5,5
H2261,Local CCP,"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield of Massachusetts,5,5,4,5,5,5,5,4,3,2,5,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,4,5,4,3,2,4,3,4,4,4,4,2,5,4,2,5,4,5
H2312,Local CCP,Health Alliance Plan (HAP),HAP Senior Plus,5,5,4,5,4,4,4,4,2,2,5,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,4,4,4,4,2,3,3,5,4,4,4,4,5,4,5,2,3,2
H2320,Local CCP,Spectrum Health System,Priority Health Medicare,5,5,5,5,4,3,3,4,3,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,5,4,5,4,3,1,4,5,5,4,4,5,5,3,5,5,2,4
H2322,Local CCP,Health Alliance Plan (HAP),Alliance Medicare PPO,4,3,4,4,4,4,4,5,2,3,5,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,1 Footnote: Not reported. There were problems with the plan’s data,1 Footnote: Not reported. There were problems with the plan’s data,4,4,2,4,3,5,4,4,4,4,3,3,3,Not enough data available to calculate measure,Not enough data available to calculate measure,2
H2323,Local CCP,Fidelis SecureCare,Fidelis SecureCare Of Michigan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,1,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,5,4,5,1,Not enough data available to calculate measure
H2354,Local CCP,HealthPlus of Michigan,HealthPlus of Michigan,5,5,5,5,4,5,4,4,2,3,5,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,5,5,4,4,5,2,3,3,5,4,4,5,5,5,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2406,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,1,1,Not enough data available to calculate measure,2,5,Plan too small to be measured,Plan too small to be measured,4,2,1,5,5,5,5,5,1,5,4,4,4,Not enough data available to calculate measure,Not enough data available to calculate measure,2,5,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,3,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2410,PFFS,Medica Holding Company,Medica Health Plans,3,Plan not required to report measure,3,4,3,Plan too small to be measured,Plan too small to be measured,5,2,1,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,2,4,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2411,Local CCP,Fallon Community Health Plan,Fallon Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2416,Local CCP,PrimeWest Health System,PrimeWest Health,2,3,1,1,4,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,1,5,3,4,4,4,1,5,4,3,2,4,Not enough data available to calculate measure,3,5,4,5,5,4,5,5,5,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2417,Local CCP,Itasca County Health & Human Services,Itasca Medical Care/IMCare Classic,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,5,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,3,3,3,4,4,4,5,Not enough data available to calculate measure,Not enough data available to calculate measure,1,5,4,5,3,4,1,5,5,4,4,5,Not enough data available to calculate measure,2,5,3,5,5,4,5,5,5,4,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2422,Local CCP,"HealthPartners, Inc.",HealthPartners,3,3,4,4,5,5,4,Not enough data available to calculate measure,Not enough data available to calculate measure,3,5,5,5,5,4,1,5,5,4,4,5,2,2,5,4,3,4,3,4,4,5,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2425,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Plus,2,3,2,3,4,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,1,5,1,3,4,1,1,5,4,3,3,5,2,2,5,3,4,5,4,5,5,5,5,5,4,3,Not enough data available to calculate measure
H2450,1876 Cost,Medica Holding Company,Medica Insurance Company,4,5,4,4,5,5,5,4,3,2,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,4,4,5,5,2,3,Plan not required to report measure,5,5,5,4,5,5,4,5,4,3,Not enough data available to calculate measure
H2456,Local CCP,UCare Minnesota,UCare,2,2,4,4,4,4,4,Not enough data available to calculate measure,Not enough data available to calculate measure,3,5,4,3,5,3,1,5,5,3,4,4,2,3,5,3,4,5,3,4,5,5,4,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2457,Local CCP,Metropolitan Health Plan,Metropolitan Health Plan MSHO,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,2,Plan too small to be measured,Plan too small to be measured,5,4,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2458,Local CCP,Medica Holding Company,Medica Health Plans,2,3,3,3,4,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,1,5,4,5,4,4,1,5,5,4,4,5,2,2,4,3,4,4,2,4,5,5,5,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2459,Local CCP,UCare Minnesota,UCare,4,5,4,4,5,5,5,4,2,2,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,4,4,4,5,2,3,3,5,5,4,4,5,4,4,5,5,4,5
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross and Blue Shield of Minnesota,4,5,4,5,4,5,5,4,3,2,5,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,5,4,4,4,4,Benefit not offered by plan,1,2,Plan not required to report measure,4,5,4,5,5,5,5,5,4,2,Not enough data available to calculate measure
H2462,1876 Cost,"HealthPartners, Inc.",HealthPartners,5,5,5,5,5,5,5,4,3,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,5,5,5,5,2,4,Plan not required to report measure,5,5,5,5,5,5,5,5,5,5,Not enough data available to calculate measure
H2486,Local CCP,Humana Inc.,"Humana Medical Plan of Utah, Inc.",3,2,Not enough data available to calculate measure,3,1,3,4,Plan too new to be measured,Plan too new to be measured,No data available,4,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,4,2,2,2,Not enough data available to calculate measure,No data available,No data available,2,3,4,1,4,2,3,5,2,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2491,Local CCP,"WellCare Health Plans, Inc.",'Ohana Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2542,Local CCP,Humana Inc.,Humana Insurance Company,3,2,4,4,3,2,2,Plan too new to be measured,Plan too new to be measured,3,5,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,3,2,3,3,2,3,3,4,4,4,4,3,2,4,2,5,3,4
H2593,Local CCP,"WellPoint, Inc.","CareMore Health Plan of Arizona, Inc.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4,Not enough data available to calculate measure,3,5,Plan too new to be measured,Plan too new to be measured,No data available,5,Not enough data available to calculate measure,5,5,5,Not enough data available to calculate measure,2,5,3,3,5,4,No data available,No data available,5,2,4,4,4,5,1,4,3,Not enough data available to calculate measure,Not enough data available to calculate measure,3
H2610,Local CCP,Essence Group Holdings Corporation,Essence Healthcare,4,5,5,5,4,5,5,4,2,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,5,4,4,3,2,4,4,5,4,5,5,5,4,4,5,5,4,4
H2611,Local CCP,Coventry Health Care Inc.,Coventry Health Care,4,5,4,5,4,4,4,4,1,1,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,4,3,4,1,2,3,4,4,3,4,2,3,3,1,5,4,3
H2643,Local CCP,L.A. Care Health Plan,L.A. Care Health Plan Medicare Advantage,1,1,Not enough data available to calculate measure,1,1,2,1,Plan too new to be measured,Plan too new to be measured,3,1,1,4,2,1,Not enough data available to calculate measure,1,4,1,2,4,Not enough data available to calculate measure,Not enough data available to calculate measure,4,3,2,1,1,2,2,5,5,1,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2649,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",3,5,4,4,4,5,5,5,2,2,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,4,3,3,3,1,3,3,4,4,3,4,4,4,4,5,5,2,4
H2654,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,3,3,4,3,5,4,4,1,1,4,2,3,3,2,2,4,5,3,3,3,3,3,2,4,5,4,4,4,4,3,2,5,5,3,4
H2663,Local CCP,Coventry Health Care Inc.,"Group Health Plan, Inc.",4,5,4,4,4,5,5,5,2,2,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,4,4,4,4,2,2,3,4,4,2,2,2,4,2,3,5,4,3
H2667,Local CCP,Coventry Health Care Inc.,Coventry Health Care,3,5,5,5,4,5,5,5,2,2,5,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,4,4,5,1,3,4,4,5,5,5,5,5,4,5,4,3,2
H2672,Local CCP,Coventry Health Care Inc.,COVENTRY HEALTH CARE,3,4,5,4,4,4,5,4,2,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,3,4,3,5,1,3,3,4,4,5,4,4,4,1,4,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2701,Local CCP,New West Health Services,New West Health Services,4,1,3,3,4,3,4,4,2,1,4,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,2,3,2,3,2,2,2,4,4,5,5,4,4,5,4,5,5,1,3
H2773,Local CCP,"QHP Financial Group, Inc.",QUALITY HEALTH PLANS,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,1,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2775,Local CCP,Universal American Corp.,Universal American Corp.,Not enough data available to calculate measure,1,Not enough data available to calculate measure,4,3,4,4,Plan too new to be measured,Plan too new to be measured,No data available,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,3,2,2,2,3,No data available,No data available,4,4,5,2,4,2,1,1,1,5,5,Not enough data available to calculate measure
H2802,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,4,4,3,3,5,5,4,2,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,3,3,Not enough data available to calculate measure,1,4,4,5,5,4,5,4,3,3,5,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2803,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,3,4,3,3,4,4,5,2,1,4,2,4,4,3,2,4,4,3,4,3,5,2,3,4,5,5,3,4,4,3,2,5,3,2,4
H2810,Local CCP,Group Health Cooperative,"Group Health Options, Inc.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4,Not enough data available to calculate measure,3,4,Plan too new to be measured,Plan too new to be measured,No data available,5,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,2,4,3,2,3,Not enough data available to calculate measure,No data available,No data available,1,3,5,4,4,2,1,5,4,Not enough data available to calculate measure,Not enough data available to calculate measure,5
H2816,PFFS,Universal American Corp.,Universal American Corp.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2,1,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure
H2836,Local CCP,"WellPoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2899,Local CCP,Arcadian Management Services Inc.,Southeast Community Care,2,3,3,3,1,2,2,Plan too new to be measured,Plan too new to be measured,2,4,1,3,2,2,1,2,5,3,2,3,Not enough data available to calculate measure,1,3,3,2,1,2,1,1,1,1,2,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2905,Local CCP,"UnitedHealth Group, Inc.","Sierra Health and Life Insurance Company, Inc.",2,1,Not enough data available to calculate measure,1,2,2,2,Plan too small to be measured,Plan too small to be measured,1,4,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,1,2,1,1,2,Not enough data available to calculate measure,1,1,2,5,4,4,4,1,3,3,3,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2906,Local CCP,Renown Health,Senior Care Plus,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2926,Local CCP,PrimeWest Health System,PrimeWest Health,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2931,Local CCP,"UnitedHealth Group, Inc.","Health Plan of Nevada, Inc.",3,3,4,4,3,2,4,4,2,1,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,4,4,4,4,1,2,4,3,3,4,1,3,4,2,4,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2944,PFFS,Humana Inc.,Humana Insurance Company,2,2,3,3,3,3,3,Plan too new to be measured,Plan too new to be measured,No data available,4,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,2,3,1,1,Not enough data available to calculate measure,3,No data available,No data available,3,4,4,1,4,4,1,3,1,5,3,4
H2949,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",3,4,5,5,3,4,4,4,2,1,5,4,No data available,No data available,No data available,2,3,5,4,4,3,2,2,3,4,2,2,2,4,4,3,4,5,5,2,4
H2960,Local CCP,Renown Health,Senior Care Plus,3,4,4,4,3,3,5,5,2,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,4,5,3,2,2,3,5,5,5,5,5,5,3,5,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H2997,Local CCP,"WellPoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,2,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3,3,2,Not enough data available to calculate measure,Not enough data available to calculate measure,3
H3028,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",2,2,2,3,3,3,4,Plan too new to be measured,Plan too new to be measured,3,4,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,5,3,3,2,Not enough data available to calculate measure,2,3,2,2,1,1,2,1,1,5,3,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H3044,Local CCP,"Neighborhood Health Providers, Inc.",Welborn Health Plans,5,2,4,4,5,5,5,Plan too new to be measured,Plan too new to be measured,1,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,5,4,4,4,4,Not enough data available to calculate measure,2,3,3,4,5,5,4,5,5,4,5,3,1,4
H3107,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,2,5,5,3,3,2,4,3,1,4,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,4,3,3,3,3,1,3,3,2,2,4,1,1,1,2,4,5,3,4
H3113,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,5,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3132,Local CCP,AIDS Healthcare Foundation,Positive Healthcare Partners,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,4,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
