2013 Star View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"Staying Healthy: Screenings, Tests, and Vaccines",,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Member Experience with Health Plan,,,,,,"Member Complaints, Problems Getting Services, and Improvement in the Health Plan’s Performance",,,,Health Plan Customer Service,,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Overall Rating of Health Care Quality,C28: Overall Rating of Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY/TDD Availability,C37: Enrollment Timeliness
H2491,Local CCP,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",'Ohana Health Plan,"WellCare Health Plans, Inc.",3,3,Not enough data available,5,4,4,Plan too new to be measured,Plan too new to be measured,4,4,2,1,3,Not enough data available,4,5,2,2,3,Not enough data available,Not enough data available,5,4,2,2,2,4,4,1,3,3,5,Not enough data available,Not enough data available,Not enough data available,3,5
H2542,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,4,4,4,4,2,Plan too new to be measured,Plan too new to be measured,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,5,3,4,3,2,2,1,2,4,3,3,4,4,2,2,4,1,3,5,3,5,5
H2593,Local CCP,"CAREMORE HEALTH PLAN OF ARIZONA, INC.","CareMore Health Plan of Arizona, Inc.","WellPoint, Inc.",4,5,5,4,3,3,Plan too new to be measured,Plan too new to be measured,3,5,4,5,5,3,3,5,3,4,5,4,2,4,4,1,1,4,1,4,1,1,4,3,1,3,3,5,4
H2610,Local CCP,"ESSENCE HEALTHCARE, INC.",Essence Healthcare,Essence Group Holdings Corporation,4,5,5,5,5,5,5,2,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,5,5,4,3,3,3,4,5,5,5,5,5,5,5,5,5,3,2,3,5,5
H2611,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,3,4,5,4,3,3,4,2,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,4,4,4,4,4,2,3,3,4,4,3,4,2,5,1,1,1,3,4,2,4,1
H2643,Local CCP,L. A. CARE HEALTH PLAN,L.A. Care Health Plan Medicare Advantage,Local Initiative Health Authority for LA County,2,2,Not enough data available,2,2,3,Plan too small to be measured,Plan too small to be measured,4,3,2,1,1,Not enough data available,3,5,3,2,3,Not enough data available,Not enough data available,5,2,2,1,1,2,2,2,5,5,1,4,Not enough data available,Not enough data available,2,Not enough data available
H2649,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,4,4,4,3,4,5,3,2,4,No data available,No data available,No data available,1,4,5,4,4,4,3,2,3,3,4,5,3,4,4,5,3,3,5,4,5,5,5,5
H2654,Local CCP,"UNITEDHEALTHCARE OF THE MIDWEST, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,3,4,4,1,4,5,2,2,4,2,1,2,1,3,5,3,4,4,3,2,3,4,4,4,4,4,2,4,3,1,3,3,3,3,5,5
H2663,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC","Coventry Health Care of Missouri, Inc.",Coventry Health Care Inc.,4,5,4,4,5,4,4,3,2,4,No data available,No data available,No data available,2,4,5,4,5,5,4,3,4,3,4,4,4,4,4,4,3,2,5,4,4,3,4,5
H2667,Local CCP,"COVENTRY HEALTH CARE OF MISSOURI, INC",Coventry Health Care,Coventry Health Care Inc.,4,5,5,4,4,4,5,2,2,5,No data available,No data available,No data available,1,4,5,4,5,4,4,1,3,2,4,5,3,5,4,5,1,3,4,1,4,2,4,1
H2672,Local CCP,"COVENTRY HEALTH CARE OF KANSAS, INC.",COVENTRY HEALTH CARE,Coventry Health Care Inc.,3,5,5,4,4,4,5,2,2,4,No data available,No data available,No data available,1,4,5,4,5,4,4,2,3,2,5,4,4,4,4,4,3,2,4,4,5,Not enough data available,4,5
H2676,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2701,Local CCP,NEW WEST HEALTH SERVICES,New West Health Services,New West Health Services,3,3,4,2,4,3,4,3,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,4,2,2,2,4,3,1,4,4,4,5,4,4,5,5,4,5,2,4,2,3,3
H2773,Local CCP,"QUALITY HEALTH PLANS OF NEW YORK, INC.",QUALITY HEALTH PLANS,"QHP Financial Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,2,Not enough data available
H2775,Local CCP,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,3,3,5,4,3,4,Plan too new to be measured,Plan too new to be measured,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,4,2,2,2,4,2,4,3,4,4,3,4,2,4,3,5,1,2,3,1,5,5
H2792,MSA,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Gold,Geisinger Health System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2802,Local CCP,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,4,4,4,4,5,4,2,1,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,4,3,3,4,Not enough data available,2,3,3,5,5,5,4,4,4,4,1,5,2,2,Not enough data available,5,4
H2803,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2,3,4,3,3,5,4,2,2,3,3,2,3,1,3,5,3,3,4,5,3,2,3,5,5,3,4,2,3,3,1,3,2,2,5,5,5
H2810,Local CCP,GROUP HEALTH OPTIONS,"Group Health Options, Inc.",Group Health Cooperative,4,2,4,4,4,3,Plan too new to be measured,Plan too new to be measured,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,4,2,2,3,4,1,1,4,4,5,4,2,2,3,3,4,4,Not enough data available,3,Not enough data available,4,5
H2816,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,3,3,3,4,2,4,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,1,2,2,1,3,Plan too new to be measured,Plan too new to be measured,2,4,4,3,4,4,3,4,5,2,Not enough data available,4,2,5,5
H2836,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1,Not enough data available,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,3,5
H2905,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Sierra Health and Life Insurance Company, Inc.","UnitedHealth Group, Inc.",3,3,2,2,3,2,Plan too small to be measured,Plan too small to be measured,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,2,3,2,2,Not enough data available,2,1,4,4,4,2,4,1,4,2,1,4,5,Not enough data available,Not enough data available,5,4
H2906,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,4,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,4
H2911,Local CCP,"ARCADIAN HEALTH PLAN OF LOUISIANA, INC.",Arcadian Community Care,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2926,Local CCP,PRIMEWEST HEALTH SYSTEM,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,Not enough data available
H2931,Local CCP,"HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","UnitedHealth Group, Inc.",3,4,4,5,3,2,4,1,1,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,4,3,1,3,3,1,1,3,1,2,1,4,1,3,2,5,5,5,5
H2944,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,2,3,3,3,2,2,Plan too new to be measured,Plan too new to be measured,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,4,2,2,3,3,1,2,3,5,4,4,4,4,5,2,3,3,5,5,4,5,5
H2949,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,4,5,5,3,3,4,2,1,5,4,4,4,1,4,5,5,5,4,2,2,2,4,3,4,2,4,4,2,2,4,5,5,5,4,5,5
H2960,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,4,3,5,5,3,5,5,2,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,4,3,2,2,3,4,5,5,4,5,3,3,4,5,2,5,2,5,4
H2962,Local CCP,"ULTIMATE HEALTH PLANS, INC.",Ultimate Health Plans,"ULTIMATE HEALTH PLAN, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2997,Local CCP,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",2,2,2,4,2,4,Plan too small to be measured,Plan too small to be measured,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,4,3,4,4,3,3,2,4,4,4,2,4,2,4,3,3,5,Not enough data available,4,3,2,4
H3028,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,2,3,5,4,2,3,Plan too new to be measured,Plan too new to be measured,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,5,3,3,3,Not enough data available,2,3,3,2,1,2,2,2,1,2,4,4,5,5,Not enough data available,5,5
H3107,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,5,5,2,2,4,2,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,4,3,2,3,3,1,4,3,2,1,3,1,1,2,1,1,4,2,4,2,5,5
H3113,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,No data available,Plan too small to be measured,3,5,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,1,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,Not enough data available
H3132,Local CCP,"AIDS HEALTHCARE FOUNDATION MCO OF FLORIDA, INC.",Positive Healthcare Partners,AIDS Healthcare Foundation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,4,4,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,Not enough data available
H3144,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Coventry Health Care Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,4,Not enough data available
H3152,Local CCP,"AETNA HEALTH, INC. (NJ)",Aetna Medicare,Aetna Inc.,2,4,5,4,4,5,5,2,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,3,3,4,4,3,3,3,2,4,4,4,4,4,3,3,2,5,1,3,2,5,4
H3154,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey, Inc.","Horizon Healthcare Services, Inc.",3,4,5,5,3,4,5,3,2,4,No data available,No data available,No data available,1,4,5,4,5,5,4,1,3,2,3,2,4,4,2,3,2,5,5,2,4,2,4,5
H3156,Local CCP,"AMERIHEALTH HMO, INC",AmeriHealth 65,Independence Blue Cross,3,4,5,4,3,4,5,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,4,4,4,5,Not enough data available,2,3,3,4,4,4,4,4,5,4,5,4,5,Not enough data available,Not enough data available,5,Not enough data available
H3164,Local CCP,"AMERICHOICE OF NEW JERSEY, INC",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2,2,4,3,2,2,5,2,2,2,1,1,1,Not enough data available,2,4,2,2,2,4,Not enough data available,5,2,2,2,2,2,1,3,1,1,1,2,3,2,5,Not enough data available
H3204,Local CCP,PRESBYTERIAN HEALTH PLAN,Presbyterian Senior Care (HMO),Presbyterian Healthcare Services,3,4,4,4,3,4,4,1,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,3,3,3,4,4,1,1,3,4,4,2,4,4,5,2,4,3,4,5
H3206,Local CCP,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian MediCare PPO,Presbyterian Healthcare Services,4,4,5,4,3,5,4,2,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,4,3,4,4,4,3,1,4,2,4,4,4,4,3,3,4,5,5,4,2,4,3
H3209,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,Not enough data available,2,1,3,5,2,2,3,2,2,3,Not enough data available,4,4,2,2,4,3,2,5,4,2,4,2,2,2,3,3,1,5,4,Not enough data available,Not enough data available,5,Not enough data available
H3240,Local CCP,"AMERIGROUP NEW JERSEY, INC.",Amerigroup Community Care,AMERIGROUP Corporation,2,2,4,4,2,2,3,1,2,4,3,4,4,Not enough data available,3,5,2,3,5,Not enough data available,Not enough data available,4,2,1,1,1,1,1,1,1,4,1,5,1,3,3,5
H3251,Local CCP,"LOVELACE HEALTH SYSTEM, INC.",Lovelace Medicare Plan,Ardent Health Services.,3,4,4,4,4,4,4,2,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,4,4,4,4,4,3,3,4,2,2,3,4,4,2,4,3,5,1,4,3,4,4
H3283,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,4,Not enough data available
H3305,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4,5,5,5,5,5,5,2,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,5,5,5,5,5,4,3,4,3,5,5,4,4,4,4,4,5,5,3,4,4,5,2
H3307,Local CCP,"OXFORD HEALTH PLANS (NY), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,3,5,5,3,4,4,2,2,2,1,1,1,1,4,4,3,4,3,3,3,4,2,3,1,4,1,1,1,2,1,4,3,4,3,5,5
H3312,Local CCP,"AETNA HEALTH, INC. (NY)",Aetna Medicare,Aetna Inc.,3,4,5,5,5,4,5,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,5,3,3,4,3,3,4,4,4,2,3,3,2,5,4,3,2,5,5
H3314,1876 Cost,HEALTH INSURANCE PLAN OF GREATER NEW YORK,HIP Health Plan of Greater New York,"EmblemHealth, Inc.",Plan too small to be measured,No data available,No data available,No data available,No data available,5,Not enough data available,Not enough data available,No data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,2,1,Plan too small to be measured,2,1,2,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H3327,Local CCP,"TOUCHSTONE HEALTH HMO, INC.",Touchstone Health,"Touchstone Health Partnership, Inc",2,2,4,3,3,2,5,1,2,2,1,1,1,1,3,4,2,2,2,3,2,4,4,2,1,2,1,1,2,1,3,1,1,2,1,2,5
H3328,Local CCP,NEW YORK STATE CATHOLIC HLTH PLAN INC,Fidelis Care,"The New York State Catholic Health Plan, Inc.",3,4,5,5,3,2,5,2,2,5,4,2,4,1,4,4,3,4,4,3,1,3,2,2,2,2,1,1,3,2,4,1,1,2,1,5,5
H3330,Local CCP,HEALTH INSURANCE PLAN OF GREATER NEW YORK,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",4,5,5,5,5,3,5,2,2,5,3,3,4,2,5,5,3,5,5,4,2,4,3,1,1,2,1,1,1,3,4,5,4,5,2,3,5
H3333,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,3,2,3,2,2,2,Not enough data available,Not enough data available,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,2,2,2,Not enough data available,2,3,4,5,5,4,4,2,4,1,5,3,4,4,2,5,5
H3335,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,5,5,5,4,4,5,3,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,4,4,5,4,4,3,3,2,4,4,4,4,4,4,4,5,5,4,3,2,5,1
H3337,Local CCP,"LIBERTY HEALTH ADVANTAGE, INC.",Liberty Health Advantage,"Liberty Health Advantage, Inc.",3,2,4,3,2,1,3,3,2,3,1,1,1,Not enough data available,4,4,2,2,2,Not enough data available,Not enough data available,5,4,2,1,3,2,1,1,1,5,1,5,3,1,4,5
H3342,Local CCP,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",Empire BlueCross BlueShield,"WellPoint, Inc.",3,5,5,5,5,3,4,3,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,5,4,3,2,3,4,3,2,4,1,3,1,3,5,2,3,2,3,4
H3344,Local CCP,INDEPENDENT HEALTH BENEFITS CORPORATION,Independent Health,"Independent Health Association, Inc.",4,5,5,5,5,5,5,3,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,5,5,5,5,5,4,3,3,4,4,4,5,4,5,3,5,5,3,4,Not enough data available,Not enough data available,5,5
H3347,Local CCP,"ELDERPLAN, INC.",Elderplan,"Elderplan, Inc.",2,3,5,5,3,2,5,2,2,4,2,5,3,1,4,4,3,3,3,2,1,4,2,3,1,4,2,4,3,3,5,3,3,5,4,5,4
H3351,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,5,5,5,5,5,4,3,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,4,4,3,3,2,5,4,5,5,4,4,5,5,5,4,3,3,5,1
H3359,Local CCP,"MANAGED HEALTH, INC.",Healthfirst Medicare Plan,"Healthfirst, Inc.",4,4,5,5,5,3,5,1,3,4,2,1,2,2,4,5,2,3,3,3,3,5,2,3,1,4,2,4,3,4,5,4,4,4,2,3,5
H3361,Local CCP,"WELLCARE_OF NEW YORK, INC.",WellCare,"WellCare Health Plans, Inc.",2,3,5,4,3,2,4,2,2,3,2,1,3,1,3,4,2,2,1,2,Not enough data available,1,2,2,2,2,2,1,3,1,4,1,1,4,5,2,5
H3362,Local CCP,"INDEPENDENT HEALTH ASSOCIATION, INC.",Independent Health,"Independent Health Association, Inc.",4,5,5,5,5,5,4,2,2,5,5,5,5,1,5,5,5,5,5,4,3,4,3,4,4,5,5,5,3,5,5,5,3,5,4,5,5
H3370,Local CCP,"EMPIRE HEALTHCHOICE HMO, INC.",Empire BlueCross BlueShield,"WellPoint, Inc.",3,5,5,5,5,3,5,2,2,4,No data available,No data available,No data available,1,5,5,5,5,5,3,1,3,2,4,1,3,2,2,3,2,3,5,4,3,2,3,5
