2010 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,Ratings of Health Plan Responsiveness and Care,,,,,,"Health Plan Members’ Complaints, Appeals, and Choosing to Leave the Health Plan",,,,,Health Plan’s Telephone Customer Service,,
H2410,PFFS,Medica Health Plans,Medica Health Plans,73,Plan not required to report measure,91,81,98,73,69,Not enough data available to calculate measure,Not enough data available to calculate measure,69,49,94,9,72,Plan not required to report measure,59,15,53,72,82,89,75,88,83,84,0.83,Not enough data available to calculate measure,Not enough data available to calculate measure,7,25,0:30,71,47
H2411,Local CCP,Fallon Community Health Plan,Fallon Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5,Not available,1:02,78,56
H2416,Local CCP,PrimeWest Health System,PrimeWest Health,66,47,77,76,98,80,81,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,99,10,71,59,Not enough data available to calculate measure,6,Plan not required to report measure,Plan not required to report measure,87,92,83,89,88,87,0.04,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:19,71,89
H2417,Local CCP,Itasca County Health & Human Services,Itasca Medical Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:36,65,0
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,69,44,79,43,63,77,84,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,13,72,66,Not enough data available to calculate measure,23,Plan not required to report measure,Plan not required to report measure,86,92,81,87,88,88,0.35,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:18,67,61
H2422,Local CCP,"HealthPartners, Inc.",HealthPartners Classic MN Senior Health Options,71,48,85,78,93,78,76,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,12,80,70,Not enough data available to calculate measure,25,Plan not required to report measure,Plan not required to report measure,86,91,79,88,85,88,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:14,86,97
H2425,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Plus,58,52,81,72,95,75,78,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,15,72,67,Plan not required to report measure,21,Plan not required to report measure,Plan not required to report measure,89,91,79,91,88,88,Not enough data available to calculate measure,23,71,Not enough data available to calculate measure,Not available,0:45,86,64
H2450,1876 Cost,Medica Health Plans,Medica Insurance Company,79,70,86,79,93,84,83,69,79,72,46,97,18,75,68,72,32,34,55,88,90,79,92,87,89,0.46,98,78,Not enough data available to calculate measure,19,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2456,Local CCP,UCare Minnesota,UCare,56,33,81,73,93,75,76,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,15,68,65,54,17,Plan not required to report measure,Plan not required to report measure,83,91,78,89,87,89,0.25,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:51,83,62
H2457,Local CCP,Metropolitan Health Plan,Metropolitan Health Plan MSHO,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,81,79,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,84,90,76,89,85,89,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,1:27,85,81
H2458,Local CCP,Medica Health Plans,Medica Health Plans,58,47,80,74,98,77,81,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,98,10,72,63,61,16,Plan not required to report measure,Plan not required to report measure,86,90,78,88,88,88,0.10,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:26,76,9
H2459,Local CCP,UCare Minnesota,UCare,80,59,91,78,91,80,81,67,81,77,43,96,19,73,61,89,32,31,53,87,90,80,90,86,91,0.53,100,76,1,Not available,1:16,86,76
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross Blue Shield of Minnesota,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,76,73,63,77,63,40,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,33,58,86,91,80,88,87,82,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2462,1876 Cost,"HealthPartners, Inc.",HealthPartners Freedom Plan,86,78,90,83,81,86,84,69,77,79,51,98,20,84,83,88,38,38,61,88,92,81,94,88,90,0.11,95,86,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2481,Local CCP,Mid Rogue Community Health Plan,CareSource,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,13,Not available,0:11,80,88
H2486,Local CCP,Humana Inc.,Humana Medical Plan of Utah,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,37,11,1:14,63,58
H2491,Local CCP,"WellCare Health Plans, Inc.",WellCare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1:11,56,35
H2537,National PACE,Lutheran Social Services of South Central PA,"LIFE Lutheran Services, Inc.",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2542,Local CCP,Humana Inc.,Humana Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,2.81,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,11,1:07,63,56
H2593,Local CCP,CareMore Medical Enterprises,"CareMore Health Plan of Arizona, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2609,National PACE,Alexian Brothers Community Services,Alexian Brothers Community Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2610,Local CCP,Essence LLP,Essence Healthcare,72,63,90,72,92,79,75,65,79,73,53,97,20,72,64,58,38,36,49,86,92,77,93,86,89,1.30,Not enough data available to calculate measure,Not enough data available to calculate measure,4,31,0:18,83,66
H2611,Local CCP,Sisters of Mercy Health System-St. Louis.,Mercy Health Plans,72,Plan not required to report measure,86,66,91,77,79,Not enough data available to calculate measure,Not enough data available to calculate measure,83,50,97,Not enough data available to calculate measure,60,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,87,91,78,Not enough data available to calculate measure,87,82,1.58,Not enough data available to calculate measure,Not enough data available to calculate measure,22,Not available,1:55,76,55
H2613,PFFS,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,56,Plan not required to report measure,67,55,77,60,59,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,90,Not enough data available to calculate measure,45,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,82,88,72,82,83,78,5.40,Not enough data available to calculate measure,Not enough data available to calculate measure,17,24,1:59,Not enough data available to calculate measure,Not enough data available to calculate measure
H2643,Local CCP,L.A. Care Health Plan,L.A. Care Health Plan Medicare Advantage,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:36,75,71
H2649,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",66,68,89,66,90,69,73,69,77,71,43,95,18,74,61,73,41,30,51,88,91,76,88,85,85,0.77,69,54,6,11,1:11,64,57
H2654,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,63,52,84,64,89,71,72,64,74,69,44,94,18,66,58,74,23,31,50,85,89,74,86,83,83,1.71,83,76,7,Not available,1:01,76,71
H2663,Local CCP,Coventry Health Care Inc.,"Group Health Plan, Inc.",74,71,87,73,92,75,75,64,79,76,46,96,23,73,66,79,39,34,49,88,90,76,89,87,85,2.47,91,87,6,13,1:40,64,78
H2667,Local CCP,Sisters of Mercy Health System-St. Louis.,"Mercy Health Plans of Missouri, Inc.",76,74,88,70,92,79,83,68,76,78,46,97,17,69,67,84,30,34,50,87,91,80,91,88,86,0.56,60,67,9,Not available,2:11,72,40
H2672,Local CCP,Coventry Health Care Inc.,"Coventry Health Care of Kansas, Inc.",68,63,88,69,92,78,83,64,80,72,44,95,24,72,56,82,39,37,57,89,90,78,89,86,88,1.46,58,63,5,13,2:42,64,78
H2699,National PACE,"LIFE AT HOME, LLC","Life at Home, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2701,Local CCP,New West Health Services,New West Health Services,74,Plan not required to report measure,80,72,87,74,76,Not enough data available to calculate measure,Not enough data available to calculate measure,74,44,95,Not enough data available to calculate measure,62,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,34,48,84,91,79,Not enough data available to calculate measure,87,87,0.56,Not enough data available to calculate measure,Not enough data available to calculate measure,4,Not available,0:50,82,1
H2762,PFFS,CIGNA,CIGNA Medicare Access,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,68,67,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,83,90,75,85,84,82,4.93,Not enough data available to calculate measure,Not enough data available to calculate measure,49,Not available,0:15,74,84
H2773,Local CCP,"Quality Health Plans, Inc.",QUALITY HEALTH PLANS,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2775,Local CCP,Universal American Corp.,Universal American,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:23,62,23
H2802,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,58,54,79,68,91,81,85,62,77,65,41,94,20,66,59,81,31,35,55,90,90,77,84,86,85,0.87,85,Not enough data available to calculate measure,4,Not available,1:14,76,71
H2803,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,63,55,82,62,87,74,69,66,76,67,43,93,14,68,62,71,34,37,46,89,91,77,83,85,82,2.10,81,Not enough data available to calculate measure,5,Not available,0:59,76,71
H2810,Local CCP,Group Health Cooperative,"Group Health Options, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2815,National PACE,Volunteers of America National Services,Senior CommUnity Care of Colorado,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2899,Local CCP,Arcadian Management Services Inc.,Southeast Community Care,Not enough data available to calculate measure,Not enough data available to calculate measure,75,Not enough data available to calculate measure,84,56,57,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,87,Not enough data available to calculate measure,55,50,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,74,90,68,78,81,76,6.95,Not enough data available to calculate measure,Not enough data available to calculate measure,46,16,0:49,86,61
H2905,Local CCP,"UnitedHealth Group, Inc.","Sierra Health and Life Insurance Company, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,29,17,0:50,71,2
H2906,Local CCP,Renown Health,Senior Care Plus,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5,22,2:02,82,63
H2926,Local CCP,PrimeWest Health System,PrimeWest Health,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:25,72,89
H2931,Local CCP,"UnitedHealth Group, Inc.","Health Plan of Nevada, Inc.",52,45,85,44,76,59,70,61,77,57,32,92,Not enough data available to calculate measure,61,59,Not enough data available to calculate measure,31,29,46,80,87,69,83,78,79,2.06,Not enough data available to calculate measure,Not enough data available to calculate measure,4,Not available,1:51,68,34
H2936,National PACE,LifeCircles,LIFECIRCLES,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2941,National PACE,Sentara Health Care (SHC),Sentara Senior Community Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H2944,PFFS,Humana Inc.,Humana Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2949,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,62,66,64,73,72,40,Not enough data available to calculate measure,Not enough data available to calculate measure,0,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,36,54,78,85,68,81,80,79,1.27,95,88,8,11,1:12,61,57
H2960,Local CCP,Renown Health,Senior Care Plus,72,57,92,50,88,75,82,66,78,68,42,94,25,73,67,77,14,38,53,86,90,79,92,86,89,0.13,100,71,4,22,2:02,82,62
H2961,Local CCP,"UnitedHealth Group, Inc.","Health Plan of Nevada, Inc.",63,53,91,49,89,57,66,67,75,64,35,91,21,74,60,80,25,34,49,77,88,69,88,80,82,0.53,94,70,4,Not available,1:53,72,2
H2997,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,32,38,2:08,Not enough data available to calculate measure,Not enough data available to calculate measure
H3028,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,11,1:14,63,58
H3044,Local CCP,Welborn Clinic,Welborn Health Plans,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,82,78,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,87,91,80,84,87,85,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3,Not available,0:31,75,62
